Name;name;formula;adduct;evidence;m/z;RT
Cluster_5208;;;;;304.1680151;9.764108723
Cluster_5209;;;;;304.1680151;9.764108723
Cluster_5210;;;;;308.1036849;6.530826182
Cluster_5211;;;;;308.1036849;6.530826182
Cluster_5212;;;;;308.1999529;13.20905
Cluster_5213;;;;;310.1484556;10.70906667
Cluster_5214;;;;;310.9499329;1.42302406
Cluster_5215;;;;;311.1842192;16.54104323
Cluster_5216;;;;;311.2156453;11.67437569
Cluster_5217;;;;;312.1060068;2.599417357
Cluster_5218;;;;;313.0779533;20.38871362
Cluster_5219;;;;;314.2324819;11.99047925
Cluster_5220;;;;;315.1062823;7.915673409
Cluster_5221;;;;;316.9479912;2.976822378
Cluster_5222;;;;;316.948101;6.705333333
Cluster_5223;;;;;316.9481986;20.56025299
Cluster_5224;;;;;316.9482059;9.523807818
Cluster_5225;;;;;316.9479813;16.04588323
Cluster_5226;;;;;316.9479376;22.79874838
Cluster_5227;;;;;316.9481313;23.92701984
Cluster_5228;;;;;316.9481748;24.52505867
Cluster_5229;;;;;316.9480681;11.15799602
Cluster_5230;;;;;316.9480584;11.23804248
Cluster_5231;;;;;317.951728;22.18185742
Cluster_5232;;;;;320.1137778;8.897591641
Cluster_5233;;;;;320.2037875;10.73498867
Cluster_5234;;;;;321.0523868;1.459755794
Cluster_5235;;;;;328.212269;9.93320744
Cluster_5236;;;;;329.1884968;10.13427538
Cluster_5237;;;;;331.2482493;12.66484069
Cluster_5238;;;;;336.0318153;1.79888474
Cluster_5239;;;;;339.0955272;8.24910886
Cluster_5240;;;;;342.079896;3.769958446
Cluster_5241;;;;;342.0880717;7.639646215
Cluster_5242;;;;;342.079896;3.769958446
Cluster_5243;;;;;343.104401;7.230671135
Cluster_5244;;;;;345.1519772;4.455433333
Cluster_5245;;;;;346.0137055;2.567151359
Cluster_5246;;;;;346.0137055;2.567151359
Cluster_5247;;;;;349.0456083;4.007402964
Cluster_5248;;;;;349.0456083;4.007402964
Cluster_5249;;;;;349.0684052;5.462039403
Cluster_5250;;;;;349.0684052;5.462039403
Cluster_5251;;;;;351.1319168;3.568056468
Cluster_5252;;;;;352.2482535;11.91910628
Cluster_5253;;;;;352.2482535;11.91910628
Cluster_5254;;;;;356.097732;3.250691638
Cluster_5255;;;;;356.1821125;5.942332242
Cluster_5256;;;;;356.0956988;6.459016667
Cluster_5257;;;;;358.069875;8.960683333
Cluster_5258;;;;;358.0822893;2.207066667
Cluster_5259;;;;;358.1141173;9.350728754
Cluster_5260;;;;;360.2301962;12.18692573
Cluster_5261;;;;;363.0015583;9.317710354
Cluster_5262;;;;;367.9696944;1.799449062
Cluster_5263;;;;;368.1342608;6.298687629
Cluster_5264;;;;;369.2043429;18.5233483
Cluster_5265;;;;;370.2596503;12.18700508
Cluster_5266;;;;;372.2538428;17.25463452
Cluster_5267;;;;;376.1123171;7.038235367
Cluster_5268;;;;;376.1123171;7.038235367
Cluster_5269;;;;;377.082184;1.18926
Cluster_5270;;;;;381.928094;3.559252186
Cluster_5271;;;;;382.1996699;8.681954258
Cluster_5272;;;;;383.0864555;8.01613474
Cluster_5273;;;;;384.9359317;9.517622016
Cluster_5274;;;;;384.9357384;19.07104839
Cluster_5275;;;;;384.9357488;20.14714973
Cluster_5276;;;;;384.9358664;22.65715749
Cluster_5277;;;;;384.9359992;24.36273742
Cluster_5278;;;;;384.9359414;15.51650275
Cluster_5279;;;;;384.9360502;15.74483076
Cluster_5280;;;;;384.935954;16.03543758
Cluster_5281;;;;;384.9361609;18.2328671
Cluster_5282;;;;;386.1101089;8.438702881
Cluster_5283;;;;;386.1101089;8.438702881
Cluster_5284;;;;;386.2544992;14.68760683
Cluster_5285;;;;;391.1597816;11.6378175
Cluster_5286;;;;;396.0318474;2.138797855
Cluster_5287;;;;;396.027602;2.209374307
Cluster_5288;;;;;396.0319061;2.316591351
Cluster_5289;;;;;396.0300037;6.864473273
Cluster_5290;;;;;399.0783854;8.420879952
Cluster_5291;;;;;404.2061447;3.420025984
Cluster_5292;;;;;410.2302584;13.38776156
Cluster_5293;;;;;412.8978766;10.48336736
Cluster_5294;;;;;414.0437513;1.027202446
Cluster_5295;;;;;419.9498145;5.173075342
Cluster_5296;;;;;424.2460748;14.2067
Cluster_5297;;;;;426.1460616;9.853076453
Cluster_5298;;;;;429.1259114;11.43392211
Cluster_5299;;;;;429.1259018;11.52443058
Cluster_5300;;;;;434.2040573;13.99553063
Cluster_5301;;;;;436.2476786;14.31256319
Cluster_5302;;;;;436.9824381;7.013348836
Cluster_5303;;;;;437.2041793;2.365964084
Cluster_5304;;;;;439.0857862;0.728223598
Cluster_5305;;;;;439.0903564;7.705253484
Cluster_5306;;;;;439.0903564;7.705253484
Cluster_5307;;;;;439.1299663;7.764260308
Cluster_5308;;;;;440.2415429;13.03446193
Cluster_5309;;;;;442.0203579;6.10846974
Cluster_5310;;;;;444.1642562;9.4546
Cluster_5311;;;;;444.3115345;20.21286482
Cluster_5312;;;;;446.2301945;13.16688278
Cluster_5313;;;;;448.2003641;12.72208553
Cluster_5314;;;;;449.9480389;1.426948415
Cluster_5315;;;;;452.2778706;15.49854277
Cluster_5316;;;;;452.9235329;19.06310084
Cluster_5317;;;;;452.9224659;19.25221861
Cluster_5318;;;;;452.922508;20.14905134
Cluster_5319;;;;;452.9224533;20.9292435
Cluster_5320;;;;;452.9225147;21.20166581
Cluster_5321;;;;;452.9245039;21.98560045
Cluster_5322;;;;;452.9223038;16.04462861
Cluster_5323;;;;;452.9223007;23.0425994
Cluster_5324;;;;;452.922394;23.51308761
Cluster_5325;;;;;452.9215544;24.27255482
Cluster_5326;;;;;452.9224998;24.36049626
Cluster_5327;;;;;454.1942827;7.699616667
Cluster_5328;;;;;458.0037065;2.743606724
Cluster_5329;;;;;458.066487;10.20901191
Cluster_5330;;;;;458.066487;10.20901191
Cluster_5331;;;;;462.2980771;17.17818923
Cluster_5332;;;;;462.2983007;17.33825443
Cluster_5333;;;;;462.2978819;17.3915746
Cluster_5334;iglu#6;C20H21N2O9P;[M-H]-;MS2 match;463.0901756;8.712779278
Cluster_5335;;;;;463.0901247;7.012448639
Cluster_5336;iglu#601;C20H21N2O9P;[M-H]-;MS2 match;463.091757;9.673256135
Cluster_5337;;;;;463.0918488;10.54307534
Cluster_5338;;;;;463.0901247;7.012448639
Cluster_5339;;;;;463.091757;9.673256135
Cluster_5340;;;;;463.1344509;9.87927152
Cluster_5341;;;;;466.2925104;15.15194452
Cluster_5342;;;;;468.1478803;2.761384055
Cluster_5343;;;;;472.2459317;13.91730666
Cluster_5344;;;;;474.2640481;14.23933234
Cluster_5345;;;;;476.2780034;16.22149387
Cluster_5346;;;;;478.1281227;5.784139796
Cluster_5347;;;;;478.2924416;15.29819616
Cluster_5348;;;;;478.2924416;15.29819616
Cluster_5349;;;;;478.2841892;15.37094346
Cluster_5350;;;;;478.5603759;16.73710144
Cluster_5351;;;;;480.310062;17.13689518
Cluster_5352;;;;;480.310062;17.13689518
Cluster_5353;;;;;480.3439386;18.69635759
Cluster_5354;;;;;480.3439386;18.69635759
Cluster_5355;;;;;482.084148;9.804959816
Cluster_5356;;;;;491.0377221;4.011433634
Cluster_5357;;;;;492.273758;13.25111835
Cluster_5358;;;;;492.3100964;16.52998333
Cluster_5359;;;;;492.3444066;18.7342787
Cluster_5360;;;;;492.3444066;18.7342787
Cluster_5361;;;;;492.3441809;20.0880285
Cluster_5362;;;;;493.2775891;13.30881424
Cluster_5363;;;;;493.2775891;13.30881424
Cluster_5364;;;;;494.3236037;17.31249451
Cluster_5365;;;;;495.1020437;4.547574299
Cluster_5366;;;;;496.2663976;16.25975641
Cluster_5367;;;;;498.100504;2.71202791
Cluster_5368;;;;;498.1539351;12.50039479
Cluster_5369;;;;;498.5401594;14.89948841
Cluster_5370;;;;;504.3080989;17.45124538
Cluster_5371;;;;;509.1037842;2.292828956
Cluster_5372;;;;;509.2222335;7.294690347
Cluster_5373;;;;;509.2600942;8.617404675
Cluster_5374;;;;;510.283976;13.74695999
Cluster_5375;;;;;510.2837682;13.86051024
Cluster_5376;;;;;513.2976239;11.98850649
Cluster_5377;;;;;514.2558387;12.6281025
Cluster_5378;;;;;514.2559463;13.06593923
Cluster_5379;;;;;518.2877089;13.84446141
Cluster_5380;;;;;520.2658021;16.36899805
Cluster_5381;;;;;520.9103029;19.24707786
Cluster_5382;;;;;520.9098596;20.27696677
Cluster_5383;;;;;520.9102913;20.5651884
Cluster_5384;;;;;520.9100982;20.66861249
Cluster_5385;;;;;520.9102187;20.92992573
Cluster_5386;;;;;520.910356;24.52517649
Cluster_5387;;;;;525.3604027;23.51769667
Cluster_5388;;;;;525.3604027;23.51769667
Cluster_5389;;;;;528.1057843;10.11218874
Cluster_5390;;;;;530.0817068;10.85654894
Cluster_5391;;;;;530.0839169;11.31114146
Cluster_5392;;;;;530.2521901;12.9691466
Cluster_5393;;;;;530.2516572;13.44911003
Cluster_5394;;;;;534.175555;8.701473392
Cluster_5395;;;;;536.2535258;16.19987053
Cluster_5396;;;;;536.3702103;20.90113902
Cluster_5397;;;;;540.2560939;9.637111015
Cluster_5398;;;;;541.1459341;11.93336143
Cluster_5399;;;;;546.318152;18.64896635
Cluster_5400;;;;;554.3018341;15.83814037
Cluster_5401;;;;;560.1518688;0.727329097
Cluster_5402;;;;;560.2220877;14.96323333
Cluster_5403;;;;;562.3158127;15.17686529
Cluster_5404;;;;;562.3142485;14.68520124
Cluster_5405;;;;;570.2818317;15.46692912
Cluster_5406;;;;;574.1695587;8.283828215
Cluster_5407;;;;;576.2201231;7.468389546
Cluster_5408;;;;;576.2220315;9.570463404
Cluster_5409;;;;;577.1584328;8.987545566
Cluster_5410;;;;;578.2819996;14.73545827
Cluster_5411;;;;;578.3461995;16.57586082
Cluster_5412;;;;;580.3163989;16.17484522
Cluster_5413;;;;;582.1278153;10.9635
Cluster_5414;;;;;584.2836094;12.27108442
Cluster_5415;;;;;585.700465;4.072721566
Cluster_5416;;;;;588.8980741;20.92925269
Cluster_5417;;;;;588.8981231;21.20142931
Cluster_5418;;;;;590.1498135;6.374770297
Cluster_5419;;;;;596.3198213;13.29998407
Cluster_5420;;;;;597.3038746;16.2191665
Cluster_5421;;;;;598.5179234;21.62408084
Cluster_5422;;;;;598.5161951;21.82226407
Cluster_5423;;;;;600.2538667;15.88031099
Cluster_5424;;;;;600.2299011;8.848468641
Cluster_5425;;;;;600.253951;15.70123333
Cluster_5426;;;;;600.2538667;15.88031099
Cluster_5427;;;;;600.2904062;16.07218354
Cluster_5428;;;;;602.1555285;8.927517078
Cluster_5429;;;;;602.3095492;12.68091306
Cluster_5430;;;;;602.3085091;12.97279956
Cluster_5431;;;;;605.8898074;23.92895107
Cluster_5432;;;;;606.2677265;11.76317583
Cluster_5433;;;;;609.5581439;24.62148386
Cluster_5434;;;;;610.1255554;8.976820514
Cluster_5435;;;;;611.9395884;1.421304651
Cluster_5436;;;;;614.2695886;17.40566201
Cluster_5437;;;;;618.3057629;13.51267038
Cluster_5438;;;;;622.578133;19.39229161
Cluster_5439;;;;;623.5804302;24.76384635
Cluster_5440;;;;;624.3524904;16.44110164
Cluster_5441;;;;;628.1998207;2.20809968
Cluster_5442;;;;;628.285554;17.38464176
Cluster_5443;;;;;628.3443963;16.6955
Cluster_5444;;;;;634.3355381;16.58680655
Cluster_5445;;;;;636.3160416;13.62804346
Cluster_5446;;;;;636.3884745;18.9842371
Cluster_5447;;;;;638.3678386;17.47043688
Cluster_5448;;;;;640.2855893;16.66344557
Cluster_5449;;;;;652.5899975;20.13915991
Cluster_5450;;;;;652.5898951;20.95141121
Cluster_5451;;;;;652.5917975;21.20037194
Cluster_5452;;;;;656.3180487;15.29500378
Cluster_5453;;;;;656.3419132;14.30814725
Cluster_5454;;;;;656.8857704;0.922599427
Cluster_5455;;;;;656.8859555;21.2026154
Cluster_5456;;;;;656.8843171;21.54175172
Cluster_5457;;;;;656.8861565;24.97311394
Cluster_5458;;;;;657.8864778;20.75836621
Cluster_5459;;;;;658.3218817;11.42188816
Cluster_5460;;;;;662.222015;9.655986464
Cluster_5461;;;;;662.258143;7.585589649
Cluster_5462;;;;;664.1319206;12.2188255
Cluster_5463;;;;;664.3463551;15.64838875
Cluster_5464;;;;;668.2418007;15.62998459
Cluster_5465;;;;;668.5917501;23.52464804
Cluster_5466;;;;;668.5857932;20.13932815
Cluster_5467;;;;;674.220005;3.879266207
Cluster_5468;;;;;676.3117901;12.52606598
Cluster_5469;;;;;676.4644655;20.35126384
Cluster_5470;;;;;678.4002114;18.71338642
Cluster_5471;;;;;678.3998287;18.79409461
Cluster_5472;;;;;680.0836892;2.223043076
Cluster_5473;;;;;684.3524083;15.62905745
Cluster_5474;;;;;686.5976604;20.66909739
Cluster_5475;;;;;693.2804957;10.96270606
Cluster_5476;;;;;696.2725189;17.09066238
Cluster_5477;;;;;696.3575762;15.69870361
Cluster_5478;;;;;696.3582299;15.94010059
Cluster_5479;;;;;696.6158418;19.37558903
Cluster_5480;;;;;697.6202547;23.46083333
Cluster_5481;;;;;697.6180696;22.21983563
Cluster_5482;;;;;698.4743946;23.7015
Cluster_5483;;;;;702.225918;14.90626184
Cluster_5484;;;;;702.2880399;14.35423555
Cluster_5485;;;;;702.2880399;14.35423555
Cluster_5486;;;;;702.3264236;12.07407299
Cluster_5487;;;;;704.3036751;14.60820764
Cluster_5488;;;;;706.2576557;16.11338855
Cluster_5489;;;;;706.3200248;14.45989876
Cluster_5490;;;;;708.3018052;8.438279604
Cluster_5491;;;;;708.4102546;16.44188762
Cluster_5492;;;;;708.4111538;18.20420823
Cluster_5493;;;;;708.4102546;16.44188762
Cluster_5494;;;;;718.5424135;21.37805315
Cluster_5495;;;;;719.2782363;13.76953993
Cluster_5496;;;;;721.5041547;20.45255741
Cluster_5497;;;;;722.4260801;17.39108216
Cluster_5498;;;;;722.7464907;4.55558749
Cluster_5499;;;;;724.6458605;23.05159715
Cluster_5500;;;;;724.8684171;24.4043465
Cluster_5501;;;;;726.3220118;16.39219699
Cluster_5502;;;;;726.5459218;17.25333096
Cluster_5503;;;;;726.5444113;23.77824978
Cluster_5504;;;;;728.3783197;16.24651486
Cluster_5505;;;;;728.560005;22.52783328
Cluster_5506;;;;;730.318118;15.47200761
Cluster_5507;;;;;734.2044876;2.20943921
Cluster_5508;;;;;736.4917549;19.38333513
Cluster_5509;;;;;741.8635333;24.97560672
Cluster_5510;;;;;744.5542967;22.71704421
Cluster_5511;;;;;744.5536565;23.09990738
Cluster_5512;;;;;750.2443184;16.20928813
Cluster_5513;;;;;750.2441967;16.47751852
Cluster_5514;;;;;750.5059808;17.21316667
Cluster_5515;;;;;750.5078931;20.47421589
Cluster_5516;;;;;752.4383119;17.55471447
Cluster_5517;;;;;752.5224801;19.84086314
Cluster_5518;;;;;756.6721376;21.20219037
Cluster_5519;;;;;762.5081672;20.01252077
Cluster_5520;;;;;762.5097142;20.17862338
Cluster_5521;;;;;765.5283791;20.45279795
Cluster_5522;;;;;765.5275744;19.9229029
Cluster_5523;;;;;770.0598997;6.099007487
Cluster_5524;;;;;776.5642983;22.78665429
Cluster_5525;;;;;778.6183352;24.66945721
Cluster_5526;;;;;784.4918668;22.89593522
Cluster_5527;;;;;784.4918668;22.89593522
Cluster_5528;;;;;784.6324496;23.29288828
Cluster_5529;;;;;784.631688;23.37972166
Cluster_5530;;;;;784.6315794;24.27046066
Cluster_5531;;;;;785.4980452;22.78561684
Cluster_5532;;;;;790.2784141;15.0898262
Cluster_5533;;;;;792.2724179;8.030787173
Cluster_5534;;;;;792.2724067;7.138177206
Cluster_5535;;;;;792.8601058;23.15180421
Cluster_5536;;;;;792.862013;21.46249128
Cluster_5537;;;;;796.2642947;4.374541559
Cluster_5538;;;;;796.5439007;23.47872625
Cluster_5539;;;;;808.5145153;18.84625984
Cluster_5540;;;;;812.6650337;21.90284975
Cluster_5541;;;;;814.5237453;21.35496575
Cluster_5542;;;;;817.6215464;20.1975
Cluster_5543;;;;;818.2320557;16.20194024
Cluster_5544;;;;;830.6336032;19.14196941
Cluster_5545;;;;;833.6396866;19.99185915
Cluster_5546;;;;;836.5460433;15.74225492
Cluster_5547;;;;;837.5484598;20.321761
Cluster_5548;;;;;838.5565177;21.15695662
Cluster_5549;;;;;848.5483207;21.6257331
Cluster_5550;;;;;848.5443871;17.70663429
Cluster_5551;;;;;848.5464556;17.83471238
Cluster_5552;;;;;850.5622816;15.98065559
Cluster_5553;;;;;858.6661504;14.59760925
Cluster_5554;;;;;858.667661;15.42990146
Cluster_5555;;;;;860.8477377;20.22756767
Cluster_5556;;;;;860.8455593;23.03097529
Cluster_5557;;;;;860.8480704;24.97907226
Cluster_5558;;;;;866.5941811;18.06001086
Cluster_5559;;;;;870.5318391;17.49632448
Cluster_5560;;;;;870.5317144;17.83090887
Cluster_5561;;;;;870.53032;19.42125445
Cluster_5562;;;;;870.5282057;14.50329729
Cluster_5563;;;;;874.5061801;13.714083
Cluster_5564;;;;;874.5645233;16.95148299
Cluster_5565;;;;;874.5577052;17.16982403
Cluster_5566;;;;;874.5605057;17.67606785
Cluster_5567;;;;;875.5681294;18.49917646
Cluster_5568;;;;;875.5642593;19.34486726
Cluster_5569;;;;;876.5776725;19.47547957
Cluster_5570;;;;;876.5755748;19.55622756
Cluster_5571;;;;;876.5802267;19.01883757
Cluster_5572;;;;;883.5362438;17.04715199
Cluster_5573;;;;;886.2199922;16.21801059
Cluster_5574;;;;;886.5239044;16.68057219
Cluster_5575;;;;;898.6244831;23.07918243
Cluster_5576;;;;;902.5216368;18.81183455
Cluster_5577;;;;;902.5199618;20.31938159
Cluster_5578;;;;;902.522149;17.79627447
Cluster_5579;;;;;911.3123301;6.787098096
Cluster_5580;;;;;916.5537954;18.86043155
Cluster_5581;;;;;928.8359288;21.03909899
Cluster_5582;;;;;928.8382663;23.15508266
Cluster_5583;;;;;938.5162495;20.07092527
Cluster_5584;;;;;938.5141477;20.15254228
Cluster_5585;;;;;938.5125292;16.38427745
Cluster_5586;;;;;940.5355922;16.92950437
Cluster_5587;;;;;960.3282509;4.735410296
Cluster_5588;;;;;960.8299554;4.734880192
Cluster_5589;;;;;984.3804777;4.802445273
Cluster_5590;;;;;999.5464994;15.74561203
Cluster_5591;;;;;1006.502497;19.87674067
Cluster_5592;;;;;1008.13247;2.169286466
Cluster_5593;;;;;1008.1325;2.270690979
Cluster_5594;;;;;1008.131919;2.792074011
Cluster_5595;;;;;1010.535562;20.25808043
Cluster_5596;;;;;1011.872305;21.19988456
Cluster_5597;;;;;1044.858464;21.22760855
Cluster_5598;;;;;1064.809579;23.50899471
Cluster_5599;;;;;1064.811802;24.997
Cluster_5600;;;;;1074.492174;20.207
Cluster_5601;;;;;1075.494542;20.37303203
Cluster_5602;;;;;1075.503584;18.42669961
Cluster_5603;;;;;1081.051897;8.993468661
Cluster_5604;;;;;158.8462623;7.907070916
Cluster_5605;;;;;158.8462395;4.828727617
Cluster_5606;;;;;162.8384155;4.032130435
Cluster_5607;;;;;193.8155328;2.367568502
Cluster_5608;;;;;195.8101729;2.3482085
Cluster_5609;;;;;195.8103542;5.804102496
Cluster_5610;;;;;195.8118496;8.948106764
Cluster_5611;;;;;195.8102802;8.981285355
Cluster_5612;;;;;197.8076496;10.48549086
Cluster_5613;;;;;199.8042617;2.921784477
Cluster_5614;;;;;199.8042838;3.014967032
Cluster_5615;;;;;199.8042262;3.056937669
Cluster_5616;;;;;199.8042256;4.037983301
Cluster_5617;;;;;199.8042534;6.49219261
Cluster_5618;;;;;199.8043334;8.686000687
Cluster_5619;;;;;200.8057848;0.734304071
Cluster_5620;;;;;201.8018293;5.146488851
Cluster_5621;;;;;205.839612;3.888916915
Cluster_5622;;;;;205.8384393;7.744033703
Cluster_5623;;;;;205.8397098;9.465303841
Cluster_5624;;;;;205.8396727;9.508212746
Cluster_5625;;;;;205.8397163;9.997910219
Cluster_5626;;;;;207.8361909;4.725804331
Cluster_5627;;;;;207.836284;2.272259996
Cluster_5628;;;;;215.8683584;6.493953918
Cluster_5629;;;;;217.6102846;4.274695373
Cluster_5630;;;;;217.8657035;3.700705559
Cluster_5631;;;;;219.844483;7.902007791
Cluster_5632;;;;;219.8456666;8.044080165
Cluster_5633;;;;;220.8142337;0.802328864
Cluster_5634;;;;;278.8777311;12.18583939
Cluster_5635;;;;;278.9737365;19.65184809
Cluster_5636;;;;;278.9800651;14.99938785
Cluster_5637;;;;;278.9797184;15.72782609
Cluster_5638;;;;;297.9935516;11.70475
Cluster_5639;;;;;297.9924954;11.64870762
Cluster_5640;;;;;301.0344798;8.408908954
Cluster_5641;;;;;304.913614;7.313504715
Cluster_5642;;;;;307.9118838;7.918199806
Cluster_5643;;;;;311.8804154;5.517738363
Cluster_5644;;;;;316.9476034;22.09543527
Cluster_5645;;;;;316.9524612;17.20308615
Cluster_5646;;;;;343.0176521;11.56074404
Cluster_5647;;;;;359.9758255;9.422940085
Cluster_5648;;;;;368.889867;6.729189889
Cluster_5649;;;;;378.9182709;7.80151281
Cluster_5650;;;;;378.9135335;16.57063319
Cluster_5651;;;;;378.9150131;5.004501223
Cluster_5652;;;;;384.9341913;8.969812083
Cluster_5653;;;;;394.8902081;7.092628539
Cluster_5654;;;;;442.8938174;9.459926186
Cluster_5655;;;;;442.8938174;9.464416667
Cluster_5656;;;;;447.0624915;18.7055
Cluster_5657;;;;;452.9223697;9.453680873
Cluster_5658;;;;;452.9221889;11.06201163
Cluster_5659;;;;;452.9224797;11.34043349
Cluster_5660;;;;;452.9219755;11.96303001
Cluster_5661;;;;;452.9223299;8.164120176
Cluster_5662;;;;;462.8402094;8.328787468
Cluster_5663;;;;;483.0683884;8.912317885
Cluster_5664;;;;;512.0943799;8.385993001
Cluster_5665;;;;;520.910422;10.59431646
Cluster_5666;;;;;551.0684452;9.403961385
Cluster_5667;;;;;588.8984549;16.05482854
Cluster_5668;;;;;730.318118;15.47200761
Cluster_5669;;;;;850.560052;20.80590243
Cluster_5670;;;;;877.5817272;20.01306164
Cluster_5671;;;;;877.5778517;20.06838681
Cluster_5672;;;;;877.5800421;20.53444118
Cluster_5673;;;;;918.5460684;20.31041363
Cluster_5674;;;;;918.546323;19.95309608
Cluster_5675;;;;;199.8043131;10.48523831
Cluster_5676;;;;;282.7780502;0.729621152
Cluster_5677;;;;;326.9037263;7.20034941
Cluster_5678;;;;;357.8984858;6.099891465
Cluster_5679;;;;;374.9064567;14.45350414
Cluster_5680;;;;;556.8821924;9.063634838
Cluster_5681;;;;;758.534296;23.47824879
Cluster_5682;;;;;766.5395321;19.8402362
Cluster_5683;;;;;766.5339747;20.00561887
Cluster_5684;;;;;808.6237327;4.667393835
Cluster_5685;;;;;822.6262371;5.067773537
Cluster_5686;;;;;836.6320681;5.626385007
Cluster_5687;;;;;1039.371595;5.402194964
Cluster_5688;;;;;1039.370429;5.675228585
Cluster_5689;;;;;1039.370216;5.944084278
Cluster_5690;;;;;1039.37234;8.164687961
Cluster_5691;;;;;1053.041808;8.357126754
Cluster_5692;;;;;1053.041887;8.50197058
Cluster_5693;;;;;1067.044543;8.648226608
Cluster_5694;;;;;1067.046115;8.858579331
Cluster_5695;;;;;1081.384177;8.997275599
Cluster_5696;;;;;149.026413;20.03527105
Cluster_5697;;;;;149.027556;23.2188814
Cluster_5698;;;;;149.0219369;23.27178424
Cluster_5699;;;;;149.0123265;23.63876962
Cluster_5700;;;;;149.0140908;24.33330736
Cluster_5701;;;;;149.0135373;22.11951113
Cluster_5702;;;;;149.0122121;22.49664887
Cluster_5703;;;;;149.0244073;23.46083333
Cluster_5704;;;;;248.079686;12.65636698
Cluster_5705;;;;;248.0797432;12.81182539
Cluster_5706;;;;;280.1335895;12.69503458
Cluster_5707;;;;;280.1338203;12.8421608
Cluster_5708;;;;;325.1121203;8.960683333
Cluster_5709;;;;;464.030313;16.09677138
Cluster_5710;;;;;466.0801508;18.43713383
Cluster_5711;;;;;615.218517;7.001860817
Cluster_5712;;;;;615.2216162;3.978289315
Cluster_5713;;;;;615.2203979;4.034868465
Cluster_5714;;;;;647.2921663;8.735371995
Cluster_5715;;;;;655.2036268;3.842488457
Cluster_5716;;;;;656.3781337;17.82140633
Cluster_5717;;;;;721.7537844;4.28135314
Cluster_5718;;;;;812.8243856;4.677057483
Cluster_5719;;;;;823.7842875;4.414098967
Cluster_5720;;;;;826.8563758;24.43360727
Cluster_5721;;;;;826.8543526;24.49532956
Cluster_5722;;;;;834.8502366;20.80372672
Cluster_5723;;;;;835.3477818;24.67933808
Cluster_5724;;;;;860.8479946;23.52911112
Cluster_5725;;;;;860.8495881;23.99698902
Cluster_5726;;;;;860.8482849;24.41027416
Cluster_5727;;;;;860.8460172;24.57094983
Cluster_5728;;;;;861.3484806;20.4571297
Cluster_5729;;;;;861.3499734;20.53376127
Cluster_5730;;;;;894.8418625;24.67916249
Cluster_5731;;;;;918.8342093;7.268328185
Cluster_5732;;;;;928.8358552;24.0854192
Cluster_5733;;;;;928.836418;24.87248366
Cluster_5734;;;;;928.832063;24.92589631
Cluster_5735;;;;;928.8358511;24.97903366
Cluster_5736;;;;;928.835849;23.67665907
Cluster_5737;;;;;928.8342193;23.90366878
Cluster_5738;;;;;939.8381054;7.476478327
Cluster_5739;;;;;962.8276039;24.39600624
Cluster_5740;;;;;971.319812;4.750580726
Cluster_5741;;;;;996.823821;24.46851828
Cluster_5742;;;;;1073.304186;24.997
Cluster_5743;;;;;1132.791603;24.3277753
Cluster_5744;;;;;78.9580912;2.00513841
Cluster_5745;;;;;99.924472;22.71532793
Cluster_5746;;;;;99.92399743;21.48644374
Cluster_5747;;;;;99.9243135;22.82376204
Cluster_5748;;;;;99.92551901;21.37118311
Cluster_5749;;;;;99.92443946;23.45667168
Cluster_5750;;;;;99.92448571;23.77596275
Cluster_5751;;;;;99.92551849;24.14333744
Cluster_5752;;;;;99.92432984;24.55255293
Cluster_5753;;;;;99.92447684;24.6609009
Cluster_5754;;;;;99.92554659;24.76896565
Cluster_5755;;;;;99.92550218;24.84971393
Cluster_5756;;;;;99.9241624;24.91613745
Cluster_5757;;;;;99.92447723;18.01390181
Cluster_5758;;;;;101.0578902;11.88538379
Cluster_5759;;;;;101.9295635;20.29229768
Cluster_5760;;;;;106.0041311;22.74750638
Cluster_5761;;;;;107.0224755;21.7375571
Cluster_5762;;;;;107.0278663;22.67550752
Cluster_5763;;;;;107.0244208;22.91049522
Cluster_5764;;;;;107.0256038;23.51538256
Cluster_5765;;;;;107.022362;18.35470761
Cluster_5766;;;;;107.0237051;17.82407954
Cluster_5767;;;;;108.0223086;5.707779041
Cluster_5768;;;;;109.004353;23.51293135
Cluster_5769;;;;;109.0058217;24.22864765
Cluster_5770;;;;;109.0063111;23.04171578
Cluster_5771;;;;;109.0041817;20.14880761
Cluster_5772;;;;;110.0020082;24.27893199
Cluster_5773;;;;;110.0055852;24.68221801
Cluster_5774;;;;;110.0084816;18.77135462
Cluster_5775;;;;;110.012042;20.94876074
Cluster_5776;;;;;110.0037566;24.76095593
Cluster_5777;;;;;110.0103772;24.45266667
Cluster_5778;;;;;110.0197534;21.62667083
Cluster_5779;;;;;110.0184301;21.95874473
Cluster_5780;;;;;110.0244342;21.30229538
Cluster_5781;;;;;111.0099429;15.4685
Cluster_5782;;;;;111.0141747;11.95861551
Cluster_5783;;;;;111.0256107;18.62373543
Cluster_5784;;;;;113.038466;0.758921419
Cluster_5785;;;;;113.925936;24.97721319
Cluster_5786;;;;;113.9262219;18.28490053
Cluster_5787;;;;;113.9262291;18.50342983
Cluster_5788;;;;;113.9262222;21.70816667
Cluster_5789;;;;;113.9259236;22.71518306
Cluster_5790;;;;;113.9262671;23.0522045
