"","Row","m.z","RT","Annotation.ID","formula","adduct","evidence","MSI.Level","Comment","SIRIUS_molecularFormula","SIRIUS_adduct"
"389","Cluster_0593",305.0951146,4.507683214,"","","","",NA,"","C15H18N2O3S|C10H18N4O5S|C16H19O4P|C11H21N3O3PS|C12H22NO4P2|C12H20NO6S|C6H21N5O5PS|C10H20N4O3P2|C14H17N3O3P|C9H19N6O2PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"390","Cluster_0594",305.1757927,6.206121658,"","","","",NA,"","C18H26O4|C14H22N6O2|C12H27N4O3P|C16H24N3O3|C14H29NO4P|C10H25N7O2P|C17H27N2OP|C21H24NO|C19H22N4|C15H25N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"391","Cluster_0595",305.1893187,5.866281656,"","","","",NA,"","",""
"392","Cluster_0596",305.2152222,6.900208769,"","","","",NA,"","C19H30O3|C16H34O3S|C15H33NO3P|C11H28N7O3|C9H26N10O2|C14H32N3O2S|C12H30N6OS|C16H36OP2|C18H31N2P|C7H24N13O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"393","Cluster_0597",305.2117778,5.613802873,"","","","",NA,"","",""
"394","Cluster_0598",305.215602,7.7432467,"","","","",NA,"","C16H34O3S|C11H28N7O3|C9H26N10O2|C14H32N3O2S|C7H24N13O|C12H30N6OS|C16H36OP2|C18H31N2P|C22H28N|C5H22N16","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"395","Cluster_0601",306.0762043,0.809898843,"","","","",NA,"RT 0.67","",""
"396","Cluster_0603",307.1219262,5.940411982,"","","","",NA,"","",""
"397","Cluster_0609",309.1114769,0.972262189,"","","","",NA,"","C14H18N2O6|C11H24N2O4P2|C10H21N3O6P|C11H22N2O6S|C13H19N4O3P|C9H20N5O5S|C15H21NO4P|C12H18N6O2S|C15H14N6O2|C17H16N3O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"398","Cluster_0612",309.1524709,5.475492834,"","","","",NA,"","C13H26O8|C9H22N6O6|C10H18N10O2|C11H24N3O7|C23H20N|C17H26O3S|C20H22O3|C15H24N3O2S|C10H26N6OS2|C11H27N4O2PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"399","Cluster_0613",309.1706991,5.003285152,"","","","",NA,"","",""
"400","Cluster_0614",309.1750292,5.89046016,"","","","",NA,"","",""
"401","Cluster_0617",310.9785157,0.804673875,"","","","",NA,"","C7H11N2O6P3|C6H10N4O5P2S|C5H9N6O4PS2|C7H11N3O5PS2|C8H12NO6P2S|C8H9O11P|C6H12N4O3P4|C8H10NO8S2|C8H14NO4P4|C9H14NO3S4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"402","Cluster_0618",311.1068325,1.148188015,"","","","",NA,"","C9H22N4O4P2|C9H22N5O3S2|C14H20N2O4S|C10H23N3O4PS|C13H19N3O4P|C8H21N6O3PS|C17H16N2O4|C10H20N2O9|C7H20N8O2S2|C12H18N5O3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"403","Cluster_0619",311.1067299,2.340042322,"","","","",NA,"","",""
"404","Cluster_0621",311.1404037,3.151708827,"","","","",NA,"","C18H20N2O3|C12H21N6O2P|C11H25N2O6P|C15H24N2O3S|C14H23N3O3P|C10H24N4O5S|C16H18N5O2|C10H26N4O3P2|C14H16N8O|C13H22N5O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"405","Cluster_0622",311.1699419,5.871584226,"","","","",NA,"","C17H28O3S|C10H20N10O2|C11H26N3O7|C9H24N6O6|C13H31NO3PS|C15H26N3O2S|C23H22N|C11H29N4O2PS|C13H28O8|C10H28N6OS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"406","Cluster_0623",311.1697944,6.056409823,"","","","",NA,"","C17H28O3S|C10H20N10O2|C13H31NO3PS|C11H26N3O7|C9H24N6O6|C12H30N3O2S2|C11H29N4O2PS|C13H28O8|C15H26N3O2S|C23H22N","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"407","Cluster_0625",311.169075,7.736998106,"","","","",NA,"","",""
"408","Cluster_0628",311.180496,5.870421913,"","","","",NA,"","",""
"409","Cluster_0487",282.0850968,0.874726432,"Guanosine","C10H13N5O5 ","[M - H]-","MS1 + RT",1,"RT: 0.714","C8H18N3O6P|C10H13N5O5|C9H17NO9|C6H16N6O5P|C4H14N9O4P|C12H15N2O6|C10H20O7P|C9H14N7O2P|C8H11N8O4|C13H11N6O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"410","Cluster_0632",312.1923572,2.567705274,"","","","",NA,"","",""
"411","Cluster_0635",313.0789994,5.503654777,"","","","",NA,"","C10H18O11|C9H19N2O8P|C13H19N2O3PS|C11H14N4O7|C8H16N3O10|C10H23N2O3PS2|C9H20N3O5S2|C7H10N10O5|C14H20NO3S2|C12H18N4O2S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"412","Cluster_0637",313.1479934,4.224825567,"","","","",NA,"","C11H28N3O3S2|C12H29NO4PS|C10H27N4O3PS|C16H26O4S|C11H28N2O4P2|C14H24N3O3S|C12H26O9|C9H26N6O2S2|C16H28O2P2|C8H22N6O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"413","Cluster_0496",285.2065431,5.191377917,"C16 dicarboxylic acid?","","","",NA,"","C16H30O4|C14H28N3O3|C12H26N6O2|C17H26N4|C13H29N5P|C2H22N16O|H20N19","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"414","Cluster_0575",301.2175195,6.633389933,"FA(20:5)","C20H30O2","[M - H]-","MS2",2,"","C20H30O2|C16H33NO2P|C18H28N3O|C14H31N4OP|C16H26N6|C12H29N7P|C3H24N15O2|C8H24N13|CH22N18O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"415","Cluster_0643",313.2753172,7.194344801,"","","","",NA,"","C19H38O3|C17H36N3O2|C22H36N|C18H39N2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"416","Cluster_0644",314.2090684,2.585154411,"","","","",NA,"","C15H29N3O4|C13H27N6O3|C18H27N4O|C14H30N5OP|C7H28N10O2P|C16H25N7|C17H31O5|C6H27N12OS|C12H28N8P|C3H23N16O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"417","Cluster_0645",314.2092281,3.019504437,"","","","",NA,"","C15H29N3O4|C13H27N6O3|C7H28N10O2P|C14H30N5OP|C18H27N4O|C16H25N7|C12H28N8P|C6H27N12OS|C17H31O5|C17H34NPS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"418","Cluster_0647",314.2415755,5.149148214,"","","","",NA,"","",""
"419","Cluster_0648",315.1962184,5.660212504,"","","","",NA,"","C20H28O3|C16H31NO3P|C18H26N3O2|C14H29N4O2P|C15H30N3O2S|C13H28N6OS|C16H24N6O|C7H26N9O5|C5H24N12O4|C12H27N7OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"420","Cluster_0649",315.1963448,5.788196021,"","","","",NA,"","",""
"421","Cluster_0650",315.2548214,5.566366574,"","","","",NA,"","C18H36O4|C16H34N3O3|C21H34NO|C17H37N2OP|C19H32N4|C15H35N5P|C2H26N19","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"422","Cluster_0651",315.2549015,6.067254999,"","","","",NA,"","C18H36O4|C16H34N3O3|C21H34NO|C17H37N2OP|C19H32N4|C15H35N5P|C2H26N19","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"423","Cluster_0653",316.0313343,0.706969369,"","","","",NA,"","",""
"424","Cluster_0654",316.0804635,1.00158358,"","","","",NA,"","C9H20NO9P|C10H16N5O5P|C8H21N3O6P2|C10H24NO4PS2|C13H20NO4PS|C12H19N3O3S2|C7H18N4O8P|C5H16N7O7P|C8H14N8O4P|C12H18N2O6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"425","Cluster_0655",316.1509475,0.983054002,"","","","",NA,"","",""
"426","Cluster_0656",316.1510471,2.615626382,"","","","",NA,"","C13H23N3O6|C10H22N8O2P|C11H21N6O5|C10H25N2O9|C9H19N9O4|C14H19N7O2|C8H25N6O5S|C16H21N4O3|C9H26N4O6P|C8H20N11OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"427","Cluster_0658",316.1663273,3.11841031,"","","","",NA,"","C17H23N3O3|C14H25N2O6|C13H26N4O3P|C15H21N6O2|C11H24N7O2P|C12H25N6O2S|C7H25N8O4S|C13H19N9O|C7H27N8O2P2|C10H23N9OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"428","Cluster_0659",316.1877141,2.794171586,"","","","",NA,"","C14H27N3O5|C12H25N6O4|C10H23N9O3|C13H28N5O2P|C17H25N4O2|C15H23N7O|C11H26N8OP|C13H21N10|C6H26N10O3P|C9H24N11P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"429","Cluster_0660",316.1876143,0.983570045,"","","","",NA,"","",""
"430","Cluster_0661",317.0994645,0.906434075,"","","","",NA,"","",""
"431","Cluster_0662",317.2117688,5.697897498,"","","","",NA,"","",""
"432","Cluster_0663",318.1498393,1.058632526,"","","","",NA,"","",""
"433","Cluster_0664",318.1497032,2.464940934,"","","","",NA,"","",""
"434","Cluster_0665",319.1911933,6.462686915,"","","","",NA,"","C19H28O4|C15H31NO4P|C13H29N4O3P|C17H26N3O3|C14H30N3O3S|C15H24N6O2|C12H28N6O2S|C11H27N7O2P|C10H26N9OS|C15H32N2OS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"435","Cluster_0666",319.227822,5.787801071,"","","","",NA,"","C20H32O3|C14H33N4O2P|C18H30N3O2|C16H35NO3P|C15H34N3O2S|C16H28N6O|C13H32N6OS|C12H31N7OP|C16H36N2S2|C23H30N","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"436","Cluster_0669",320.161251,2.888227069,"","","","",NA,"","C16H23N3O4|C10H24N7O3P|C14H28NO5P|C13H25N2O7|C12H26N4O4P|C11H25N6O3S|C14H21N6O3|C12H19N9O2|C18H25O5|C8H22N10O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"437","Cluster_0670",320.1616014,1.629540259,"","","","",NA,"","",""
"438","Cluster_0672",321.1748157,5.757263332,"","","","",NA,"","C15H30O5S|C13H28N3O4S|C16H26N4OS|C14H31N2O2PS|C14H24N7S|C15H32O3P2|C8H22N10O4|C18H28NO2S|C11H28N6OP2|C17H27N2O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"439","Cluster_0673",321.2202591,6.699282033,"","","","",NA,"","C18H28N2O3|C14H31N3O3P|C16H33O4P|C10H26N9O3|C19H31NOP|C8H24N12O2|C15H34N2OP2|C23H28O|C17H29N4P|C21H26N3","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"440","Cluster_0674",321.2105463,7.51480424,"","","","",NA,"","C15H33NO4P|C11H28N7O4|C9H26N10O3|C7H24N13O2|C16H36O2P2|C14H34N3OP2|C5H22N16O|C22H28NO|C18H31N2OP|C20H26N4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"441","Cluster_0675",321.2438307,6.027423649,"","","","",NA,"","C20H34O3|C18H32N3O2|C16H37NO3P|C15H36N3O2S|C14H35N4O2P|C16H30N6O|C13H34N6OS|C12H33N7OP|C8H28N13O|C23H32N","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"442","Cluster_0677",323.0287997,0.770314467,"","","","",NA,"","C10H17N2O4PS2|C8H14N4O6P2|C9H13N2O9P|C9H16N4O3S3|C13H13N2O4PS|C6H17N2O9PS|C9H16N3O4P2S|C7H19NO7PS2|C6H20N3O4P2S2|C5H9N8O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"443","Cluster_0678",323.2227344,5.61384467,"","","","",NA,"","",""
"444","Cluster_0679",323.2224897,6.881418651,"","","","",NA,"","C19H32O4|C15H35NO4P|C13H33N4O3P|C17H30N3O3|C15H28N6O2|C20H28N4|C22H30NO|C16H31N5P|C11H31N7O2P|C12H34N6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"445","Cluster_0682",323.2596652,6.252870773,"","","","",NA,"","",""
"446","Cluster_0684",325.1057951,1.155169184,"","","","",NA,"","C13H19N4O4P|C11H24N2O5P2|C8H19N6O6P|C10H21N3O7P|C9H22N5O4P2|C11H17N7O3P|C15H21NO5P|C14H18N2O7|C12H23O8P|C15H14N6O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"447","Cluster_0685",325.1058379,1.431661982,"","","","",NA,"","C8H19N6O6P|C11H24N2O5P2|C12H23O8P|C13H19N4O4P|C10H21N3O7P|C9H22N5O4P2|C15H21NO5P|C15H22N2O2S2|C7H20N8O3P2|C13H27O3PS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"448","Cluster_0686",325.1057268,2.40605165,"","","","",NA,"","C13H19N4O4P|C11H24N2O5P2|C8H19N6O6P|C10H21N3O7P|C12H23O8P|C9H22N5O4P2|C7H20N8O3P2|C11H17N7O3P|C14H18N2O7|C15H21NO5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"449","Cluster_0687",325.1455534,4.460689458,"","","","",NA,"","C9H22N6O7|C17H26O4S|C12H26N2O6S|C11H27N4O3PS|C13H22N6O2S|C16H25NO4P|C10H26N6O2S2|C15H24N3O3S|C12H28N2O4P2|C20H22O4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"450","Cluster_0689",325.1852599,6.310654629,"","","","",NA,"","C11H22N10O2|C18H30O3S|C10H26N6O6|C12H28N3O7|C14H33NO3PS|C12H31N4O2PS|C14H30O8|C24H24N|C11H30N6OS2|C16H28N3O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"451","Cluster_0690",325.1851255,6.590492047,"","","","",NA,"","C14H33NO3PS|C18H30O3S|C11H22N10O2|C10H26N6O6|C12H28N3O7|C14H30O8|C12H31N4O2PS|C16H28N3O2S|C13H32N3O2S2|C11H30N6OS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"452","Cluster_0691",325.1848137,7.736412199,"","","","",NA,"","C10H26N6O6|C14H30O8|C18H30O3S|C14H33NO3PS|C12H28N3O7|C11H22N10O2|C12H31N4O2PS|C13H32N3O2S2|C16H28N3O2S|C9H27N8O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"453","Cluster_0692",325.2004956,6.311621005,"","","","",NA,"","",""
"454","Cluster_0693",325.2372531,5.626011666,"","","","",NA,"","C19H34O4|C17H32N3O3|C15H30N6O2|C11H33N7O2P|C20H30N4|C13H28N9O|C5H26N16O|C16H33N5P|C9H31N10OP|C3H24N19","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"455","Cluster_0697",326.2087625,2.893001977,"","","","",NA,"","C16H29N3O4|C12H32N4O4P|C12H25N9O2|C13H31N2O7|C14H27N6O3|C11H31N6O3S|C10H30N7O3P|C9H29N9O2S|C15H30N5OP|C19H27N4O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"456","Cluster_0698",326.2703659,6.863602529,"","","","",NA,"","C19H37NO3|C17H35N4O2|C15H33N7O|C22H35N2|C7H31N14O|C18H38N3P|C5H29N17","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"457","Cluster_0699",326.9889593,0.750348762,"","","","",NA,"","",""
"458","Cluster_0700",327.1352847,2.57498374,"","","","",NA,"","C12H21N6O3P|C11H25N2O7P|C18H20N2O4|C14H16N8O2|C14H23N3O4P|C15H24N2O4S|C16H18N5O3|C10H26N4O4P2|C11H20N8O2S|C10H24N4O6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"459","Cluster_0701",327.1352414,2.672465913,"","","","",NA,"","",""
"460","Cluster_0702",327.135248,2.838677247,"","","","",NA,"","",""
"461","Cluster_0706",328.2248689,2.952317266,"","","","",NA,"","C16H31N3O4|C14H29N6O3|C15H32N5OP|C8H30N10O2P|C19H29N4O|C17H27N7|C18H33O5|C13H30N8P|C2H23N19O|C4H25N16O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"462","Cluster_0707",328.224551,3.439468617,"","","","",NA,"","",""
"463","Cluster_0708",328.2498574,6.01882522,"","","","",NA,"","C18H35NO4|C16H33N4O3|C6H29N14O2|C14H31N7O2|C21H33N2O|C17H36N3OP|C4H27N17O|C19H31N5|C15H34N6P|C2H25N20","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"464","Cluster_0710",329.1006588,2.747477561,"","","","",NA,"","",""
"465","Cluster_0711",329.1829878,0.986773813,"","","","",NA,"","",""
"466","Cluster_0712",329.1860058,6.36079089,"","","","",NA,"","",""
"467","Cluster_0713",329.233627,4.529628788,"","","","",NA,"","C18H34O5|C16H32N3O4|C14H30N6O3|C21H32NO2|C17H35N2O2P|C19H30N4O|C15H33N5OP|C6H28N13O3|C17H28N7|C13H31N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"468","Cluster_0714",329.2336328,4.212087647,"","","","",NA,"","C18H34O5|C14H30N6O3|C16H32N3O4|C21H32NO2|C17H35N2O2P|C19H30N4O|C15H33N5OP|C6H28N13O3|C4H26N16O2|C17H28N7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"469","Cluster_0715",329.2335518,4.854591133,"","","","",NA,"","C18H34O5|C16H32N3O4|C14H30N6O3|C21H32NO2|C17H35N2O2P|C19H30N4O|C15H33N5OP|C6H28N13O3|C4H26N16O2|C13H31N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"470","Cluster_0716",330.2038901,1.803194494,"","","","",NA,"","C15H29N3O5|C14H30N5O2P|C11H25N9O3|C13H27N6O4|C18H27N4O2|C16H25N7O|C12H28N8OP|C7H28N10O3P|C14H23N10|C6H27N12O2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"471","Cluster_0717",330.2039773,3.004693121,"","","","",NA,"","",""
"472","Cluster_0718",330.2039345,2.309397761,"","","","",NA,"","C15H29N3O5|C14H30N5O2P|C13H27N6O4|C16H25N7O|C18H27N4O2|C11H25N9O3|C12H28N8OP|C7H28N10O3P|C10H26N11P|C14H23N10","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"473","Cluster_0719",330.2039359,2.824375479,"","","","",NA,"","",""
"474","Cluster_0720",330.2040656,1.147840116,"","","","",NA,"","C15H29N3O5|C13H27N6O4|C14H30N5O2P|C18H27N4O2|C16H25N7O|C12H28N8OP|C7H28N10O3P|C6H27N12O2S|C14H23N10|C17H31O6","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"475","Cluster_0721",330.2041374,1.302546684,"","","","",NA,"","C15H29N3O5|C13H27N6O4|C14H30N5O2P|C18H27N4O2|C16H25N7O|C12H28N8OP|C7H28N10O3P|C6H27N12O2S|C10H26N11P|C14H23N10","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"476","Cluster_0722",331.0542928,2.422971732,"","","","",NA,"","",""
"477","Cluster_0723",331.1772159,1.072246743,"","","","",NA,"","",""
"478","Cluster_0725",331.2490899,5.659164322,"","","","",NA,"","",""
"479","Cluster_0726",332.0959546,0.999476345,"","","","",NA,"","",""
"480","Cluster_0728",332.1254816,2.724285997,"","","","",NA,"","",""
"481","Cluster_0732",332.1649578,2.730022303,"","","","",NA,"","",""
"482","Cluster_0735",333.1109702,3.373552105,"","","","",NA,"","C21H18O4|C14H23O7P|C15H23ClO6|C16H18N2O6|C13H24N2O4P2|C11H19ClN6O4|C13H22N2O6S|C15H19N4O3P|C14H24ClN2O3P|C11H26ClNO6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"483","Cluster_0738",333.1555155,3.307576215,"","","","",NA,"","C15H26O8|C16H22N4O4|C11H22N6O6|C16H30O3S2|C19H26O3S|C14H27N2O5P|C13H24N3O7|C10H23N8O3P|C18H24NO5|C14H20N7O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"484","Cluster_0741",333.2066398,5.135792973,"","","","",NA,"","",""
"485","Cluster_0742",333.2066304,5.243870492,"","","","",NA,"","C20H30O4|C16H33NO4P|C14H31N4O3P|C18H28N3O3|C15H32N3O3S|C16H26N6O2|C13H30N6O2S|C12H29N7O2P|C11H28N9OS|C16H34N2OS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"486","Cluster_0744",333.2203366,6.28549252,"","","","",NA,"","C17H35O4P|C15H33N3O3P|C16H34N2O3S|C19H30N2O3|C13H31N6O2P|C14H32N5O2S|C17H28N5O2|C9H26N12O2|C12H30N8OS|C20H33NOP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"487","Cluster_0745",334.0703144,2.270677397,"","","","",NA,"","C12H19ClN3O4P|C11H19N3O5P2|C13H14N5O4P|C14H14ClN5O3|C11H16ClN4O6|C6H18ClN7O5S|C15H16N2O5P|C9H21ClN2O7P|C14H13N3O7|C8H21N2O8P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"488","Cluster_0748",334.144662,1.916441041,"","","","",NA,"","",""
"489","Cluster_0749",334.1445206,2.468175338,"","","","",NA,"","",""
"490","Cluster_0750",334.1769777,3.084719082,"","","","",NA,"","",""
"491","Cluster_0751",334.1768619,3.191750577,"","","","",NA,"","",""
"492","Cluster_0752",334.1768621,2.927735104,"","","","",NA,"","C17H25N3O4|C13H28N4O4P|C11H26N7O3P|C13H21N9O2|C15H23N6O3|C10H25N9O2S|C12H27N6O3S|C14H27N2O7|C9H24N10O2P|C8H23N12OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"493","Cluster_0754",335.2225124,5.307045937,"","","","",NA,"","C20H32O4|C14H33N4O3P|C16H35NO4P|C18H30N3O3|C15H34N3O3S|C16H28N6O2|C13H32N6O2S|C12H31N7O2P|C11H30N9OS|C16H36N2OS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"494","Cluster_0755",335.2168255,6.286006052,"","","","",NA,"","",""
"495","Cluster_0756",336.0938022,0.780639264,"","","","",NA,"","",""
"496","Cluster_0757",336.1561552,2.406476754,"","","","",NA,"","",""
"497","Cluster_0761",337.2055575,6.98792366,"","","","",NA,"","C16H34O5S|C14H32N3O4S|C12H30N6O3S|C16H36O3P2|C17H30N4OS|C20H26N4O|C18H31N2O2P|C19H32NO2S|C9H26N10O4|C22H28NO2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"498","Cluster_0762",337.215131,4.700895314,"","","","",NA,"","",""
"499","Cluster_0763",337.2386259,5.588933714,"","","","",NA,"","",""
"500","Cluster_0768",339.1639009,4.680252169,"","","","",NA,"","",""
