"","Row","m.z","RT","Annotation.ID","formula","adduct","evidence","MSI.Level","Comment","SIRIUS_molecularFormula","SIRIUS_adduct"
"3297","Cluster_5284",887.2424048,0.700434935,"","","","",NA,"","",""
"3298","Cluster_5285",887.4369169,0.629206119,"","","","",NA,"","",""
"3299","Cluster_5287",887.7756741,0.697835021,"","","","",NA,"","",""
"3300","Cluster_5290",888.5310296,3.342680734,"","","","",NA,"","",""
"3301","Cluster_5291",888.5897833,0.684131537,"","","","",NA,"","",""
"3302","Cluster_5292",888.7084619,0.730892263,"","","","",NA,"","",""
"3303","Cluster_5294",889.4440822,0.629368665,"","","","",NA,"","",""
"3304","Cluster_5295",889.5136824,3.179271729,"","","","",NA,"","",""
"3305","Cluster_5298",889.7100962,0.724248685,"","","","",NA,"","",""
"3306","Cluster_5299",889.8348696,0.712687279,"","","","",NA,"","",""
"3307","Cluster_5300",889.845483,0.714995903,"","","","",NA,"","",""
"3308","Cluster_5301",890.5844906,0.682877951,"","","","",NA,"","",""
"3309","Cluster_5304",891.5529292,3.241978927,"","","","",NA,"","",""
"3310","Cluster_5305",891.8201124,0.724328798,"","","","",NA,"","",""
"3311","Cluster_5306",892.365483,0.633677432,"","","","",NA,"","",""
"3312","Cluster_5309",894.5008938,3.286507898,"","","","",NA,"","",""
"3313","Cluster_5310",894.5008938,3.286507898,"","","","",NA,"","",""
"3314","Cluster_5311",894.7318454,0.735349599,"","","","",NA,"","",""
"3315","Cluster_5321",896.6624738,0.696949493,"","","","",NA,"","",""
"3316","Cluster_5322",897.0504829,0.631364673,"","","","",NA,"","",""
"3317","Cluster_5323",897.4305031,0.62956188,"","","","",NA,"","",""
"3318","Cluster_5325",897.5006299,3.186944438,"","","","",NA,"","",""
"3319","Cluster_5327",897.5553304,3.243618979,"","","","",NA,"","",""
"3320","Cluster_5328",897.5756631,3.346197652,"","","","",NA,"","",""
"3321","Cluster_5329",897.7383247,0.732365265,"","","","",NA,"","",""
"3322","Cluster_5330",898.5754828,3.314957738,"","","","",NA,"","",""
"3323","Cluster_5332",899.5070535,3.33355459,"","","","",NA,"","",""
"3324","Cluster_5337",900.5149131,3.335378626,"","","","",NA,"","",""
"3325","Cluster_5338",900.7012559,0.719739433,"","","","",NA,"","",""
"3326","Cluster_5340",901.4611922,0.618450251,"","","","",NA,"","",""
"3327","Cluster_5344",901.8803916,0.71832828,"","","","",NA,"","",""
"3328","Cluster_5346",902.5078399,0.605542262,"","","","",NA,"","",""
"3329","Cluster_5347",902.5458475,3.438156696,"","","","",NA,"","",""
"3330","Cluster_5348",902.6805794,0.740697301,"","","","",NA,"","",""
"3331","Cluster_5351",903.4639678,3.286317589,"","","","",NA,"","",""
"3332","Cluster_5352",903.5298955,3.273427542,"","","","",NA,"","",""
"3333","Cluster_5353",903.527176,3.202110232,"","","","",NA,"","",""
"3334","Cluster_5355",903.7554219,0.700114014,"","","","",NA,"","",""
"3335","Cluster_5356",903.7954827,0.669394792,"","","","",NA,"","",""
"3336","Cluster_5359",904.559093,0.589031612,"","","","",NA,"","",""
"3337","Cluster_5362",905.5305346,3.20027801,"","","","",NA,"","",""
"3338","Cluster_5365",905.7247656,0.7354864,"","","","",NA,"","",""
"3339","Cluster_5366",905.8125986,0.714585167,"","","","",NA,"","",""
"3340","Cluster_5371",908.4318295,0.624633028,"","","","",NA,"","",""
"3341","Cluster_5374",908.5944326,0.686693401,"","","","",NA,"","",""
"3342","Cluster_5382",910.5889338,0.685763021,"","","","",NA,"","",""
"3343","Cluster_5384",911.5189312,3.258833618,"","","","",NA,"","",""
"3344","Cluster_5388",911.6914315,0.714697071,"","","","",NA,"","",""
"3345","Cluster_5390",912.4756381,0.605704567,"","","","",NA,"","",""
"3346","Cluster_5393",912.5818518,3.3450369,"","","","",NA,"","",""
"3347","Cluster_5394",912.5782731,0.584313825,"","","","",NA,"","",""
"3348","Cluster_5395",912.6909728,0.710348985,"","","","",NA,"","",""
"3349","Cluster_5397",913.4992359,3.164713737,"","","","",NA,"","",""
"3350","Cluster_5399",913.8002397,0.713814929,"","","","",NA,"","",""
"3351","Cluster_5406",916.6755627,0.712242017,"","","","",NA,"","",""
"3352","Cluster_5408",917.5358744,3.247103274,"","","","",NA,"","",""
"3353","Cluster_5409",917.5403122,3.29120753,"","","","",NA,"","",""
"3354","Cluster_5410",918.1742351,0.679309511,"","","","",NA,"","",""
"3355","Cluster_5412",919.4731426,3.133352431,"","","","",NA,"","",""
"3356","Cluster_5413",919.5496058,3.240984082,"","","","",NA,"","",""
"3357","Cluster_5414",919.6785652,0.716357521,"","","","",NA,"","",""
"3358","Cluster_5418",920.3716813,2.294986175,"","","","",NA,"","",""
"3359","Cluster_5419",920.4100753,0.629023585,"","","","",NA,"","",""
"3360","Cluster_5429",921.8310595,0.730181247,"","","","",NA,"","",""
"3361","Cluster_5430",922.4607855,0.609456144,"","","","",NA,"","",""
"3362","Cluster_5434",922.5793333,0.582148056,"","","","",NA,"","",""
"3363","Cluster_5437",923.7654823,0.69153727,"","","","",NA,"","",""
"3364","Cluster_5438",924.4987913,0.597909722,"","","","",NA,"","",""
"3365","Cluster_5439",924.6625484,0.723222531,"","","","",NA,"","",""
"3366","Cluster_5440",925.408143,0.631060645,"","","","",NA,"","",""
"3367","Cluster_5445",925.7356692,0.695904546,"","","","",NA,"","",""
"3368","Cluster_5451",927.7942004,0.70826653,"","","","",NA,"","",""
"3369","Cluster_5452",927.8351029,0.708561232,"","","","",NA,"","",""
"3370","Cluster_5459",931.5416885,3.286933967,"","","","",NA,"","",""
"3371","Cluster_5460",931.5416885,3.286933967,"","","","",NA,"","",""
"3372","Cluster_5464",933.6735152,0.708555269,"","","","",NA,"","",""
"3373","Cluster_5472",935.8757606,0.75212053,"","","","",NA,"","",""
"3374","Cluster_5479",939.3376292,3.382464367,"","","","",NA,"","",""
"3375","Cluster_5480",939.3372715,3.143413765,"","","","",NA,"","",""
"3376","Cluster_5488",940.7193732,0.74519319,"","","","",NA,"","",""
"3377","Cluster_5492",941.7919674,0.709424958,"","","","",NA,"","",""
"3378","Cluster_5496",943.8145129,0.719763527,"","","","",NA,"","",""
"3379","Cluster_5497",943.8419396,0.738395817,"","","","",NA,"","",""
"3380","Cluster_5498",944.3866666,0.630080598,"","","","",NA,"","",""
"3381","Cluster_5501",945.550226,3.284080302,"","","","",NA,"","",""
"3382","Cluster_5502",945.5554818,3.32720265,"","","","",NA,"","",""
"3383","Cluster_5504",946.4995186,0.595608148,"","","","",NA,"","",""
"3384","Cluster_5512",949.5303093,5.409474045,"","","","",NA,"","",""
"3385","Cluster_5515",949.689312,0.721170783,"","","","",NA,"","",""
"3386","Cluster_5516",949.8239277,0.706840683,"","","","",NA,"","",""
"3387","Cluster_5518",950.9498299,0.746185689,"","","","",NA,"","",""
"3388","Cluster_5522",951.8013938,0.721473055,"","","","",NA,"","",""
"3389","Cluster_5542",957.6753265,0.724556042,"","","","",NA,"","",""
"3390","Cluster_5556",962.7009177,0.743190385,"","","","",NA,"","",""
"3391","Cluster_5566",965.5612048,5.381815916,"","","","",NA,"","",""
"3392","Cluster_5570",965.8306847,0.729680801,"","","","",NA,"","",""
"3393","Cluster_5571",967.3952171,0.627982985,"","","","",NA,"","",""
"3394","Cluster_5574",967.5765104,5.432390179,"","","","",NA,"","",""
"3395","Cluster_5575",968.503912,4.364822072,"","","","",NA,"","",""
"3396","Cluster_5591",972.7860351,0.760152493,"","","","",NA,"","",""
"3397","Cluster_5598",975.8479582,0.743387312,"","","","",NA,"","",""
"3398","Cluster_5611",981.393387,3.552538293,"","","","",NA,"","",""
"3399","Cluster_5616",982.5190438,4.545045494,"","","","",NA,"","",""
"3400","Cluster_5623",987.5655303,4.988836934,"","","","",NA,"","",""
"3401","Cluster_5624",987.812542,0.718237354,"","","","",NA,"","",""
"3402","Cluster_5628",990.3455279,0.630244925,"","","","",NA,"","",""
"3403","Cluster_5630",991.5454808,5.421011476,"","","","",NA,"","",""
"3404","Cluster_5632",991.5776425,5.420244796,"","","","",NA,"","",""
"3405","Cluster_5635",992.3473373,0.630820581,"","","","",NA,"","",""
"3406","Cluster_5639",993.7683837,0.704893819,"","","","",NA,"","",""
"3407","Cluster_5644",997.5305482,5.396985355,"","","","",NA,"","",""
"3408","Cluster_5645",997.5354806,5.397338992,"","","","",NA,"","",""
"3409","Cluster_5647",998.3905503,0.619813155,"","","","",NA,"","",""
"3410","Cluster_5675",1011.564779,4.987114217,"","","","",NA,"","",""
"3411","Cluster_5679",1012.587089,5.626917821,"","","","",NA,"","",""
"3412","Cluster_5683",1015.54548,5.400227643,"","","","",NA,"","",""
"3413","Cluster_5684",1015.577021,5.397432102,"","","","",NA,"","",""
"3414","Cluster_5690",1021.535547,4.714853702,"","","","",NA,"","",""
"3415","Cluster_5697",1023.551402,4.995299819,"","","","",NA,"","",""
"3416","Cluster_5716",1033.534841,4.699809764,"","","","",NA,"","",""
"3417","Cluster_5727",1047.551243,4.987744129,"","","","",NA,"","",""
"3418","Cluster_5730",1049.566813,4.977010843,"","","","",NA,"","",""
"3419","Cluster_5745",1056.368633,3.302669535,"","","","",NA,"","",""
"3420","Cluster_5768",1073.566515,4.973783283,"","","","",NA,"","",""
"3421","Cluster_5781",1078.547235,4.966230209,"","","","",NA,"","",""
"3422","Cluster_5784",1079.629616,5.426970982,"","","","",NA,"","",""
"3423","Cluster_5789",1083.566602,5.327814622,"","","","",NA,"","",""
"3424","Cluster_5816",1102.545839,4.955153216,"","","","",NA,"","",""
"3425","Cluster_5819",1104.632347,5.418179854,"","","","",NA,"","",""
"3426","Cluster_5820",1104.632203,5.329453473,"","","","",NA,"","",""
"3427","Cluster_5848",1124.681881,6.536758451,"","","","",NA,"","",""
"3428","Cluster_5849",1124.735478,6.537280167,"","","","",NA,"","",""
"3429","Cluster_5857",1127.590478,5.419014612,"","","","",NA,"","",""
"3430","Cluster_5913",1160.695477,6.536595436,"","","","",NA,"","",""
"3431","Cluster_5921",1163.657895,6.53667266,"","","","",NA,"","",""
"3432","Cluster_5922",1163.680477,6.53643058,"","","","",NA,"","",""
"3433","Cluster_5940",1182.636996,6.538399519,"","","","",NA,"","",""
"3434","Cluster_5941",1182.645476,6.538292529,"","","","",NA,"","",""
"3435","Cluster_5951",1225.607027,6.536624951,"","","","",NA,"","",""
"3436","Cluster_5952",1225.63533,4.975886222,"","","","",NA,"","",""
"3437","Cluster_5954",1247.616192,4.977480331,"","","","",NA,"","",""
"3438","Cluster_5955",1249.634619,4.973440311,"","","","",NA,"","",""
"3439","Cluster_5956",1249.650475,4.973166346,"","","","",NA,"","",""
"3440","Cluster_5963",94.94530898,0.630992984,"","","","",NA,"","",""
"3441","Cluster_5964",96.92058024,0.62854145,"","","","",NA,"","",""
"3442","Cluster_5965",166.0055623,4.022233599,"","","","",NA,"","",""
"3443","Cluster_5968",208.8456613,0.635733012,"","","","",NA,"","",""
"3444","Cluster_5969",230.8584245,0.681250421,"","","","",NA,"","",""
"3445","Cluster_5972",297.0467637,5.502534797,"","","","",NA,"","",""
"3446","Cluster_5976",314.7925469,0.632819278,"","","","",NA,"","",""
"3447","Cluster_5977",328.9204555,0.716008259,"","","","",NA,"","",""
"3448","Cluster_5978",331.9299022,0.679819705,"","","","",NA,"","",""
"3449","Cluster_5985",368.8351237,0.720664401,"","","","",NA,"","",""
"3450","Cluster_5992",394.886571,4.023208861,"","","","",NA,"","",""
"3451","Cluster_5995",396.8845827,4.022796213,"","","","",NA,"","",""
"3452","Cluster_6002",412.9797557,4.323247869,"","","","",NA,"","",""
"3453","Cluster_6003",413.8860317,0.739699439,"","","","",NA,"","",""
"3454","Cluster_6007",422.3434363,4.696253115,"","","","",NA,"","",""
"3455","Cluster_6018",434.7979162,0.687333075,"","","","",NA,"","C4H4O10P2S5|C4H6O8P4S4|C3H5N2O7P3S5|C3H2O13P4S2|C3H4O11P6S|C2H3N2O10P5S2|C5H8O5P2S7|C3H5NO8P5S3|C5H6O7S8|C2H4N3O7P4S4","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"3456","Cluster_6020",436.2895371,4.977849878,"","","","",NA,"","",""
"3457","Cluster_6024",438.8351033,0.709171061,"","","","",NA,"","",""
"3458","Cluster_6032",444.0260405,2.83115699,"","","","",NA,"","",""
"3459","Cluster_6037",450.7104928,0.638634419,"","","","",NA,"","",""
"3460","Cluster_6038",450.8654928,0.72852561,"","","","",NA,"","",""
"3461","Cluster_6047",463.3462099,4.104244562,"","","","",NA,"","",""
"3462","Cluster_6059",481.788793,0.692592197,"","","","",NA,"","",""
"3463","Cluster_6068",511.7509181,0.682687664,"","","","",NA,"","",""
"3464","Cluster_6072",517.7763909,0.677188047,"","","","",NA,"","",""
"3465","Cluster_6074",528.1004911,2.759650361,"","","","",NA,"","",""
"3466","Cluster_6080",538.1868716,5.601432624,"","","","",NA,"","",""
"3467","Cluster_6081",538.7104909,0.670241513,"","","","",NA,"","",""
"3468","Cluster_6083",540.7851906,0.701016757,"","","","",NA,"","",""
"3469","Cluster_6084",542.1057124,3.127480419,"","","","",NA,"","",""
"3470","Cluster_6087",549.6916558,0.606267271,"","","","",NA,"","",""
"3471","Cluster_6089",552.8170257,0.727050343,"","","","",NA,"","",""
"3472","Cluster_6090",554.7569992,0.692632043,"","","","",NA,"","",""
"3473","Cluster_6095",561.8629838,4.021596929,"","","","",NA,"","",""
"3474","Cluster_6100",566.4752463,6.016708034,"","","","",NA,"","",""
"3475","Cluster_6103",570.7269289,0.726924405,"","","","",NA,"","",""
"3476","Cluster_6106",573.9246629,0.703294585,"","","","",NA,"","",""
"3477","Cluster_6107",574.8154901,0.70629644,"","","","",NA,"","",""
"3478","Cluster_6110",579.8540565,0.693648202,"","","","",NA,"","",""
"3479","Cluster_6113",586.446263,5.335039817,"","","","",NA,"","",""
"3480","Cluster_6114",586.446312,5.418408621,"","","","",NA,"","",""
"3481","Cluster_6119",597.0207358,3.656755318,"","","","",NA,"","",""
"3482","Cluster_6126",605.8346835,0.698701829,"","","","",NA,"","",""
"3483","Cluster_6129",610.4325797,4.708375356,"","","","",NA,"","",""
"3484","Cluster_6130",610.5385185,4.708062925,"","","","",NA,"","",""
"3485","Cluster_6131",610.7174942,0.794641111,"","","","",NA,"","",""
"3486","Cluster_6132",610.8702883,0.84106963,"","","","",NA,"","",""
"3487","Cluster_6134",611.8616044,0.696756569,"","","","",NA,"","",""
"3488","Cluster_6137",612.5554802,4.976692968,"","","","",NA,"","",""
"3489","Cluster_6138",613.5573195,4.97718587,"","","","",NA,"","",""
"3490","Cluster_6139",613.8600813,0.700130247,"","","","",NA,"","",""
"3491","Cluster_6140",613.9054806,0.700362125,"","","","",NA,"","",""
"3492","Cluster_6142",616.7254496,0.682407466,"","","","",NA,"","",""
"3493","Cluster_6143",617.7712002,0.698243063,"","","","",NA,"","",""
"3494","Cluster_6144",618.7230829,0.682246424,"","","","",NA,"","",""
"3495","Cluster_6145",621.839429,0.691921491,"","","","",NA,"","",""
"3496","Cluster_6146",626.1496865,2.958767401,"","","","",NA,"","",""
"3497","Cluster_6151",630.9404888,0.695053797,"","","","",NA,"","",""
"3498","Cluster_6154",634.7631596,0.70222194,"","","","",NA,"","",""
"3499","Cluster_6155",634.8717895,0.704976803,"","","","",NA,"","",""
"3500","Cluster_6159",636.4516033,4.969184321,"","","","",NA,"","",""
"3501","Cluster_6162",645.8304885,0.68906822,"","","","",NA,"","",""
"3502","Cluster_6165",657.7801862,0.739409759,"","","","",NA,"","",""
"3503","Cluster_6168",661.8779323,0.697813183,"","","","",NA,"","",""
"3504","Cluster_6169",662.7641997,0.744580508,"","","","",NA,"","",""
"3505","Cluster_6170",663.8341432,0.699184938,"","","","",NA,"","",""
"3506","Cluster_6173",671.6586051,0.678293677,"","","","",NA,"","",""
"3507","Cluster_6174",671.8614864,0.689339992,"","","","",NA,"","",""
"3508","Cluster_6175",672.8175918,0.69327949,"","","","",NA,"","",""
"3509","Cluster_6176",673.9104879,0.703237202,"","","","",NA,"","",""
"3510","Cluster_6178",676.7536497,0.704277507,"","","","",NA,"","",""
"3511","Cluster_6179",681.7767395,0.683289696,"","","","",NA,"","",""
"3512","Cluster_6180",684.7453324,0.734129484,"","","","",NA,"","",""
"3513","Cluster_6181",685.956073,0.743322481,"","","","",NA,"","",""
"3514","Cluster_6184",691.6629324,0.679864056,"","","","",NA,"","",""
"3515","Cluster_6185",695.6096022,0.604686445,"","","","",NA,"","",""
"3516","Cluster_6186",696.9397206,0.699118316,"","","","",NA,"","",""
"3517","Cluster_6187",696.9745207,0.738687426,"","","","",NA,"","",""
"3518","Cluster_6188",699.8594239,0.692329623,"","","","",NA,"","",""
"3519","Cluster_6192",706.951091,0.716740718,"","","","",NA,"","",""
"3520","Cluster_6195",713.7651987,0.64455625,"","","","",NA,"","",""
"3521","Cluster_6197",715.3604869,0.734804051,"","","","",NA,"","",""
"3522","Cluster_6198",720.7254868,0.726924405,"","","","",NA,"","",""
"3523","Cluster_6200",725.7876238,0.740798251,"","","","",NA,"","",""
"3524","Cluster_6201",727.8741808,0.621199518,"","","","",NA,"","",""
"3525","Cluster_6203",728.9329779,0.710216917,"","","","",NA,"","",""
"3526","Cluster_6206",735.871063,0.625963392,"","","","",NA,"","",""
"3527","Cluster_6207",736.6843607,0.686852352,"","","","",NA,"","",""
"3528","Cluster_6209",738.6807045,0.686030211,"","","","",NA,"","",""
"3529","Cluster_6210",741.471591,0.631167075,"","","","",NA,"","",""
"3530","Cluster_6211",743.1304863,0.655219224,"","","","",NA,"","",""
"3531","Cluster_6212",743.8273269,0.692042485,"","","","",NA,"","",""
"3532","Cluster_6213",743.8562772,0.627228481,"","","","",NA,"","",""
"3533","Cluster_6217",751.1161656,0.643707789,"","","","",NA,"","",""
"3534","Cluster_6223",759.7605642,0.730386264,"","","","",NA,"","",""
"3535","Cluster_6224",760.739759,0.746194073,"","","","",NA,"","",""
"3536","Cluster_6225",760.8285169,0.717176267,"","","","",NA,"","",""
"3537","Cluster_6226",761.1204859,0.646664811,"","","","",NA,"","",""
"3538","Cluster_6229",763.9893863,0.717204142,"","","","",NA,"","",""
"3539","Cluster_6232",770.7923529,0.706916889,"","","","",NA,"","",""
"3540","Cluster_6233",771.9693531,0.745818812,"","","","",NA,"","",""
"3541","Cluster_6234",772.8599281,0.71525384,"","","","",NA,"","",""
"3542","Cluster_6237",775.7791151,0.699895516,"","","","",NA,"","",""
"3543","Cluster_6238",776.7027462,0.696145699,"","","","",NA,"","",""
"3544","Cluster_6239",777.7954855,0.680485714,"","","","",NA,"","",""
"3545","Cluster_6240",778.8257875,0.699856785,"","","","",NA,"","",""
"3546","Cluster_6241",779.1600229,0.628363363,"","","","",NA,"","",""
"3547","Cluster_6242",779.8948454,0.703237202,"","","","",NA,"","",""
"3548","Cluster_6243",780.8997162,0.725345361,"","","","",NA,"","",""
"3549","Cluster_6245",781.6857622,0.692042485,"","","","",NA,"","",""
"3550","Cluster_6246",782.7230877,0.74246393,"","","","",NA,"","",""
"3551","Cluster_6248",783.1554854,0.627354693,"","","","",NA,"","",""
"3552","Cluster_6249",783.9810548,0.74224239,"","","","",NA,"","",""
"3553","Cluster_6250",786.3343413,0.735335519,"","","","",NA,"","",""
"3554","Cluster_6251",787.2753413,0.584178373,"","","","",NA,"","",""
"3555","Cluster_6252",787.4554853,0.633111582,"","","","",NA,"","",""
"3556","Cluster_6253",789.8626959,0.702419715,"","","","",NA,"","",""
"3557","Cluster_6255",791.1545448,0.624519858,"","","","",NA,"","",""
"3558","Cluster_6257",791.6704852,0.581449067,"","","","",NA,"","",""
"3559","Cluster_6260",794.951229,0.736555532,"","","","",NA,"","",""
"3560","Cluster_6261",795.1689632,0.61953146,"","","","",NA,"","",""
"3561","Cluster_6262",796.712448,0.705088076,"","","","",NA,"","",""
"3562","Cluster_6263",797.3244111,0.722638104,"","","","",NA,"","",""
"3563","Cluster_6264",797.7968201,0.715383333,"","","","",NA,"","",""
"3564","Cluster_6265",799.8543995,0.715636802,"","","","",NA,"","",""
"3565","Cluster_6266",799.9632139,0.71209544,"","","","",NA,"","",""
"3566","Cluster_6267",803.0248566,0.735518076,"","","","",NA,"","",""
"3567","Cluster_6268",807.9904369,0.704008552,"","","","",NA,"","",""
"3568","Cluster_6270",808.4119512,0.633078036,"","","","",NA,"","",""
"3569","Cluster_6271",810.8932591,0.703636688,"","","","",NA,"","",""
"3570","Cluster_6272",811.9730122,0.7176416,"","","","",NA,"","",""
"3571","Cluster_6273",815.1454847,0.624850834,"","","","",NA,"","",""
"3572","Cluster_6274",816.9314814,0.739333548,"","","","",NA,"","",""
"3573","Cluster_6275",821.9904845,0.716511558,"","","","",NA,"","",""
"3574","Cluster_6277",825.9665483,0.714702186,"","","","",NA,"","",""
"3575","Cluster_6278",826.9452431,0.714144763,"","","","",NA,"","",""
"3576","Cluster_6279",828.879553,0.735904695,"","","","",NA,"","",""
"3577","Cluster_6282",831.1303536,0.623251523,"","","","",NA,"","",""
"3578","Cluster_6283",831.4271715,0.631929467,"","","","",NA,"","",""
"3579","Cluster_6284",832.879502,0.703749329,"","","","",NA,"","",""
"3580","Cluster_6285",833.3367751,0.729170482,"","","","",NA,"","",""
"3581","Cluster_6287",834.8991374,0.740186648,"","","","",NA,"","",""
"3582","Cluster_6288",839.9813876,0.748266172,"","","","",NA,"","",""
"3583","Cluster_6289",840.0938317,0.661384675,"","","","",NA,"","",""
"3584","Cluster_6293",842.0950945,0.661723808,"","","","",NA,"","",""
"3585","Cluster_6294",846.3114836,0.728150696,"","","","",NA,"","",""
"3586","Cluster_6295",847.2432881,0.582995554,"","","","",NA,"","",""
"3587","Cluster_6298",851.1004839,0.631804338,"","","","",NA,"","",""
"3588","Cluster_6299",853.0947299,0.629508423,"","","","",NA,"","",""
"3589","Cluster_6300",853.7338432,0.737342191,"","","","",NA,"","",""
"3590","Cluster_6301",854.9777007,0.735164629,"","","","",NA,"","",""
"3591","Cluster_6303",859.0517464,0.753819212,"","","","",NA,"","",""
"3592","Cluster_6304",860.0644663,0.663507738,"","","","",NA,"","",""
"3593","Cluster_6305",861.0889127,0.629298065,"","","","",NA,"","",""
"3594","Cluster_6306",862.0294292,0.716826892,"","","","",NA,"","",""
"3595","Cluster_6308",864.0404836,0.658009113,"","","","",NA,"","",""
"3596","Cluster_6309",865.0304836,0.649744569,"","","","",NA,"","",""
"3597","Cluster_6310",870.9819242,0.658432737,"","","","",NA,"","",""
"3598","Cluster_6312",871.108629,0.626513886,"","","","",NA,"","",""
"3599","Cluster_6313",873.0894784,0.629810532,"","","","",NA,"","",""
"3600","Cluster_6317",886.0199387,0.65506235,"","","","",NA,"","",""
"3601","Cluster_6321",891.090483,0.626618799,"","","","",NA,"","",""
"3602","Cluster_6322",891.0956665,0.627338399,"","","","",NA,"","",""
"3603","Cluster_6324",895.0803339,0.628923939,"","","","",NA,"","",""
"3604","Cluster_6325",897.8949073,0.750930657,"","","","",NA,"","",""
"3605","Cluster_6328",901.0749695,0.627527128,"","","","",NA,"","",""
"3606","Cluster_6329",901.1892202,0.59021634,"","","","",NA,"","",""
"3607","Cluster_6331",905.094406,0.621663714,"","","","",NA,"","",""
"3608","Cluster_6333",909.0735679,0.626166836,"","","","",NA,"","",""
"3609","Cluster_6336",911.1254826,0.606231622,"","","","",NA,"","",""
"3610","Cluster_6337",915.2049684,0.589091523,"","","","",NA,"","",""
"3611","Cluster_6340",924.3404823,0.631271074,"","","","",NA,"","",""
"3612","Cluster_6345",932.9800745,0.65800589,"","","","",NA,"","",""
"3613","Cluster_6346",934.2805038,0.716353732,"","","","",NA,"","",""
"3614","Cluster_6348",939.0584107,0.629870212,"","","","",NA,"","",""
"3615","Cluster_6349",941.0545489,0.631541068,"","","","",NA,"","",""
"3616","Cluster_6353",947.0512762,0.631972027,"","","","",NA,"","",""
"3617","Cluster_6354",948.7344404,0.734111529,"","","","",NA,"","",""
"3618","Cluster_6355",949.1654817,0.677198371,"","","","",NA,"","",""
"3619","Cluster_6363",981.0304123,0.629526823,"","","","",NA,"","",""
"3620","Cluster_6464",295.0915405,4.747759964,"","","","",NA,"","",""
"3621","Cluster_6467",304.7434843,0.630233777,"","","","",NA,"","",""
"3622","Cluster_6470",328.804647,0.666845009,"","","","",NA,"","",""
"3623","Cluster_6474",386.0802907,2.780267427,"","","","",NA,"","",""
"3624","Cluster_6485",436.5569079,3.186699924,"","","","",NA,"","",""
"3625","Cluster_6492",476.7348694,0.665464978,"","","","",NA,"","",""
"3626","Cluster_6502",535.084098,1.558075744,"","","","",NA,"","C15H28N4O9P2S2|C17H23N6O8PS2|C12H32N4O9P2S3|C11H29N5O11PS3|C14H34NO10P2S3|C9H27N8O10PS3|C14H24N4O14P2|C16H27N2O12PS2|C17H31N2O7PS4|C12H22N7O13P2","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"3627","Cluster_6503",535.5848343,0.983285154,"","","","",NA,"","",""
"3628","Cluster_6507",546.0735564,1.562243247,"","","","",NA,"","",""
"3629","Cluster_6510",547.0621825,2.272598691,"","","","",NA,"","",""
"3630","Cluster_6519",561.5390676,1.56498657,"","","","",NA,"","C32H70N3O4|C30H68N6O3|C26H64N12O|C31H70N5OS|C32H71N3O2P|C36H68N2O2|C34H66N5O|C28H66N9O2|C30H69N6OP|C29H68N8S","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"3631","Cluster_6524",580.7718781,0.697314416,"","","","",NA,"","",""
"3632","Cluster_6526",587.1901156,5.331081615,"","","","",NA,"","",""
"3633","Cluster_6528",595.6622148,0.914345487,"","","","",NA,"","",""
"3634","Cluster_6531",609.7280039,0.681575931,"","","","",NA,"","",""
"3635","Cluster_6535",615.3134712,3.336226912,"","","","",NA,"","",""
"3636","Cluster_6539",619.8713435,0.710699339,"","","","",NA,"","",""
"3637","Cluster_6541",627.9028415,0.726924405,"","","","",NA,"","",""
"3638","Cluster_6546",639.7792761,0.677439638,"","","","",NA,"","",""
"3639","Cluster_6562",681.7355405,0.698737037,"","","","",NA,"","",""
"3640","Cluster_6564",684.8297116,0.742144826,"","","","",NA,"","",""
"3641","Cluster_6565",688.7433341,0.695565166,"","","","",NA,"","",""
"3642","Cluster_6566",688.8304134,0.735806667,"","","","",NA,"","",""
"3643","Cluster_6567",695.7048988,0.686897244,"","","","",NA,"","",""
"3644","Cluster_6568",695.8388712,0.713084899,"","","","",NA,"","",""
"3645","Cluster_6570",697.3321221,0.705022942,"","","","",NA,"","",""
"3646","Cluster_6571",700.7114427,0.692714461,"","","","",NA,"","",""
"3647","Cluster_6572",711.8125956,0.704531624,"","","","",NA,"","",""
"3648","Cluster_6573",713.2612926,0.680295428,"","","","",NA,"","",""
"3649","Cluster_6574",713.3401827,0.702559874,"","","","",NA,"","",""
"3650","Cluster_6575",715.2554869,0.677531272,"","","","",NA,"","",""
"3651","Cluster_6576",717.7183098,0.692158256,"","","","",NA,"","",""
"3652","Cluster_6577",717.9368818,0.769568832,"","","","",NA,"","",""
"3653","Cluster_6578",720.8257181,0.734962271,"","","","",NA,"","",""
"3654","Cluster_6580",723.856357,0.709870596,"","","","",NA,"","",""
"3655","Cluster_6583",729.2859025,0.700279266,"","","","",NA,"","",""
"3656","Cluster_6585",730.8574264,0.729901176,"","","","",NA,"","",""
"3657","Cluster_6586",733.7954865,0.703158809,"","","","",NA,"","",""
"3658","Cluster_6587",739.82958,0.706992124,"","","","",NA,"","",""
"3659","Cluster_6588",740.3484539,0.719534615,"","","","",NA,"","",""
"3660","Cluster_6589",744.673356,0.580257117,"","","","",NA,"","",""
