from	to	group_mass	formula_mass	mass_mass	HSIDs	mzincrement	RTincrement	gnps_cosine	gnps_mass	interaction
Cluster_1934	Cluster_1765	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1934	Cluster_1782	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1934	Cluster_1783	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1934	Cluster_1784	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1934	Cluster_1785	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1934	Cluster_1803	C	C	12						MassDifference
Cluster_1934	Cluster_1804	C	C	12						MassDifference
Cluster_1934	Cluster_1907	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1934	Cluster_1908	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1934	Cluster_1909	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1934	Cluster_1910	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1935	Cluster_1326	C5H2	C5H2	62.01565006						MassDifference
Cluster_1935	Cluster_1327	C5H2	C5H2	62.01565006						MassDifference
Cluster_1935	Cluster_1498	C3H6	C3H6	42.04695019						MassDifference
Cluster_1935	Cluster_1500	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1935	Cluster_1645	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1935	Cluster_1646	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1935	Cluster_1648	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1935	Cluster_1649	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1935	Cluster_1662	C2H2	C2H2	26.01565006						MassDifference
Cluster_1935	Cluster_1663	C2H2	C2H2	26.01565006						MassDifference
Cluster_1935	Cluster_1664	C2H2	C2H2	26.01565006						MassDifference
Cluster_1935	Cluster_1665	C2H2	C2H2	26.01565006						MassDifference
Cluster_1935	Cluster_1685	C2	C2	24						MassDifference
Cluster_1935	Cluster_1738	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1935	Cluster_1739	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1935	Cluster_1748	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1935	Cluster_1763	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_1935	Cluster_1764	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1935	Cluster_1765	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1935	Cluster_1773	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1935	Cluster_1782	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1935	Cluster_1783	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1935	Cluster_1784	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1935	Cluster_1785	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1935	Cluster_1803	C	C	12						MassDifference
Cluster_1935	Cluster_1804	C	C	12						MassDifference
Cluster_1935	Cluster_1907	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1935	Cluster_1908	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1935	Cluster_1909	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1935	Cluster_1910	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1936	Cluster_1502	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1936	Cluster_1649	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1936	Cluster_1687	C2	C2	24						MassDifference
Cluster_1936	Cluster_1749	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1936	Cluster_1750	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1936	Cluster_1751	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1936	Cluster_1774	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1936	Cluster_1913	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1937	Cluster_1376	C4H8	C4H8	56.06260026						MassDifference
Cluster_1937	Cluster_1776	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1937	Cluster_1789	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1938	Cluster_1376	C4H8	C4H8	56.06260026						MassDifference
Cluster_1938	Cluster_1776	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1938	Cluster_1789	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1939	Cluster_1487	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1939	Cluster_1635	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1944	Cluster_1752	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1944	Cluster_1753	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1944	Cluster_1755	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1944	Cluster_1774	CH4	CH4	16.03130013						MassDifference
Cluster_1944	Cluster_1775	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1944	Cluster_1817	C	C	12						MassDifference
Cluster_1944	Cluster_1918	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1944	Cluster_1919	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1949	Cluster_0234	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_1949	Cluster_1496	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1949	Cluster_1679	C2H2	C2H2	26.01565006						MassDifference
Cluster_1949	Cluster_1789	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1949	Cluster_1794	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1949	Cluster_1818	C	C	12						MassDifference
Cluster_1950	Cluster_0234	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_1950	Cluster_1496	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1950	Cluster_1679	C2H2	C2H2	26.01565006						MassDifference
Cluster_1950	Cluster_1789	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1950	Cluster_1794	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1950	Cluster_1818	C	C	12						MassDifference
Cluster_1951	Cluster_0234	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_1951	Cluster_1496	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1951	Cluster_1679	C2H2	C2H2	26.01565006						MassDifference
Cluster_1951	Cluster_1789	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1951	Cluster_1794	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1951	Cluster_1818	C	C	12						MassDifference
Cluster_1952	Cluster_1508	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1952	Cluster_1624	O2	O2	31.98982924						MassDifference
Cluster_1952	Cluster_1656	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1952	Cluster_1658	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1952	Cluster_1777	CH4	CH4	16.03130013						MassDifference
Cluster_1953	Cluster_1496	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1953	Cluster_1777	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1955	Cluster_1496	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1955	Cluster_1777	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1956	Cluster_1337	C5H2	C5H2	62.01565006						MassDifference
Cluster_1956	Cluster_1509	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1956	Cluster_1759	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1956	Cluster_1925	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1956	Cluster_1926	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1960	Cluster_0672	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1960	Cluster_1343	C5H2	C5H2	62.01565006						MassDifference
Cluster_1960	Cluster_1498	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1960	Cluster_1500	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1960	Cluster_1511	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1960	Cluster_1512	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1960	Cluster_1645	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1960	Cluster_1646	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1960	Cluster_1660	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1960	Cluster_1662	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1960	Cluster_1663	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1960	Cluster_1664	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1960	Cluster_1665	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1960	Cluster_1682	C2H2	C2H2	26.01565006						MassDifference
Cluster_1960	Cluster_1782	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1960	Cluster_1783	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1960	Cluster_1784	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1960	Cluster_1785	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1960	Cluster_1798	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1960	Cluster_1799	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1960	Cluster_1928	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1961	Cluster_0024	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1961	Cluster_0674	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1961	Cluster_1344	C5H2	C5H2	62.01565006						MassDifference
Cluster_1961	Cluster_1346	C5H2	C5H2	62.01565006						MassDifference
Cluster_1961	Cluster_1390	C4H8	C4H8	56.06260026						MassDifference
Cluster_1961	Cluster_1499	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1961	Cluster_1513	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1961	Cluster_1631	O2	O2	31.98982924						MassDifference
Cluster_1961	Cluster_1698	C2	C2	24						MassDifference
Cluster_1961	Cluster_1700	C2	C2	24						MassDifference
Cluster_1961	Cluster_1782	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1961	Cluster_1783	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1961	Cluster_1784	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1961	Cluster_1785	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1961	Cluster_1800	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1961	Cluster_1801	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1961	Cluster_1823	C	C	12						MassDifference
Cluster_1961	Cluster_1824	C	C	12						MassDifference
Cluster_1961	Cluster_1825	C	C	12						MassDifference
Cluster_1961	Cluster_1827	C	C	12						MassDifference
Cluster_1961	Cluster_1933	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1962	Cluster_0024	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1962	Cluster_0086	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1962	Cluster_0673	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1962	Cluster_1387	C4H8	C4H8	56.06260026						MassDifference
Cluster_1962	Cluster_1390	C4H8	C4H8	56.06260026						MassDifference
Cluster_1962	Cluster_1500	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1962	Cluster_1511	C3H6	C3H6	42.04695019						MassDifference
Cluster_1962	Cluster_1512	C3H6	C3H6	42.04695019						MassDifference
Cluster_1962	Cluster_1515	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1962	Cluster_1516	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1962	Cluster_1648	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1962	Cluster_1662	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1962	Cluster_1663	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1962	Cluster_1664	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1962	Cluster_1665	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1962	Cluster_1700	C2	C2	24						MassDifference
Cluster_1962	Cluster_1764	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1962	Cluster_1765	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1962	Cluster_1782	CH4	CH4	16.03130013						MassDifference
Cluster_1962	Cluster_1783	CH4	CH4	16.03130013						MassDifference
Cluster_1962	Cluster_1784	CH4	CH4	16.03130013						MassDifference
Cluster_1962	Cluster_1785	CH4	CH4	16.03130013						MassDifference
Cluster_1962	Cluster_1803	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1962	Cluster_1804	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1962	Cluster_1828	C	C	12						MassDifference
Cluster_1962	Cluster_1930	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1962	Cluster_1932	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1962	Cluster_1934	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1962	Cluster_1935	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1963	Cluster_0024	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1963	Cluster_0086	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1963	Cluster_0673	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1963	Cluster_1387	C4H8	C4H8	56.06260026						MassDifference
Cluster_1963	Cluster_1390	C4H8	C4H8	56.06260026						MassDifference
Cluster_1963	Cluster_1500	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1963	Cluster_1502	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1963	Cluster_1511	C3H6	C3H6	42.04695019						MassDifference
Cluster_1963	Cluster_1512	C3H6	C3H6	42.04695019						MassDifference
Cluster_1963	Cluster_1515	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1963	Cluster_1516	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1963	Cluster_1648	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1963	Cluster_1649	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1963	Cluster_1662	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1963	Cluster_1663	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1963	Cluster_1664	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1963	Cluster_1665	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1963	Cluster_1700	C2	C2	24						MassDifference
Cluster_1963	Cluster_1764	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1963	Cluster_1765	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1963	Cluster_1782	CH4	CH4	16.03130013						MassDifference
Cluster_1963	Cluster_1783	CH4	CH4	16.03130013						MassDifference
Cluster_1963	Cluster_1784	CH4	CH4	16.03130013						MassDifference
Cluster_1963	Cluster_1785	CH4	CH4	16.03130013						MassDifference
Cluster_1963	Cluster_1803	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1963	Cluster_1804	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1963	Cluster_1828	C	C	12						MassDifference
Cluster_1963	Cluster_1829	C	C	12						MassDifference
Cluster_1963	Cluster_1930	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1963	Cluster_1932	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1963	Cluster_1934	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1963	Cluster_1935	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1964	Cluster_1520	C3H6	C3H6	42.04695019						MassDifference
Cluster_1964	Cluster_1521	C3H6	C3H6	42.04695019						MassDifference
Cluster_1967	Cluster_1522	C3H6	C3H6	42.04695019						MassDifference
Cluster_1967	Cluster_1689	C2H2	C2H2	26.01565006						MassDifference
Cluster_1967	Cluster_1789	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1967	Cluster_1832	C	C	12						MassDifference
Cluster_1971	Cluster_1350	C5H2	C5H2	62.01565006						MassDifference
Cluster_1971	Cluster_1529	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1971	Cluster_1639	O2	O2	31.98982924						MassDifference
Cluster_1971	Cluster_1640	O2	O2	31.98982924						MassDifference
Cluster_1971	Cluster_1675	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1971	Cluster_1676	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1971	Cluster_1773	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1971	Cluster_1782	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1971	Cluster_1783	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1971	Cluster_1784	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1971	Cluster_1785	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1971	Cluster_1803	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1971	Cluster_1804	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1971	Cluster_1814	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1972	Cluster_1399	C4H8	C4H8	56.06260026						MassDifference
Cluster_1972	Cluster_1400	C4H8	C4H8	56.06260026						MassDifference
Cluster_1972	Cluster_1529	C3H6	C3H6	42.04695019						MassDifference
Cluster_1972	Cluster_1676	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1972	Cluster_1678	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1972	Cluster_1691	C2H2	C2H2	26.01565006						MassDifference
Cluster_1972	Cluster_1692	C2H2	C2H2	26.01565006						MassDifference
Cluster_1972	Cluster_1774	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1972	Cluster_1815	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1972	Cluster_1838	C	C	12						MassDifference
Cluster_1972	Cluster_1839	C	C	12						MassDifference
Cluster_1979	Cluster_1409	C4H8	C4H8	56.06260026						MassDifference
Cluster_1979	Cluster_1410	C4H8	C4H8	56.06260026						MassDifference
Cluster_1979	Cluster_1510	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1979	Cluster_1532	C3H6	C3H6	42.04695019						MassDifference
Cluster_1979	Cluster_1533	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1979	Cluster_1534	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1979	Cluster_1535	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1979	Cluster_1661	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1979	Cluster_1792	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_1979	Cluster_1798	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1979	Cluster_1799	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1979	Cluster_1800	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1979	Cluster_1801	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1979	Cluster_1842	C	C	12						MassDifference
Cluster_1979	Cluster_1843	C	C	12						MassDifference
Cluster_1981	Cluster_0024	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1981	Cluster_0086	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1981	Cluster_1511	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1981	Cluster_1512	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1981	Cluster_1513	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1981	Cluster_1515	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1981	Cluster_1516	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1981	Cluster_1648	O2	O2	31.98982924						MassDifference
Cluster_1981	Cluster_1662	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1981	Cluster_1663	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1981	Cluster_1664	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1981	Cluster_1665	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_1981	Cluster_1682	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1981	Cluster_1713	C2	C2	24						MassDifference
Cluster_1981	Cluster_1782	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1981	Cluster_1783	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1981	Cluster_1784	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1981	Cluster_1785	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_1981	Cluster_1798	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_1981	Cluster_1799	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_1981	Cluster_1800	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1981	Cluster_1801	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1981	Cluster_1803	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1981	Cluster_1804	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1981	Cluster_1812	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1981	Cluster_1813	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_1981	Cluster_1960	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1982	Cluster_0022	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_1982	Cluster_0024	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1982	Cluster_0678	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1982	Cluster_0679	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1982	Cluster_1311	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_1982	Cluster_1513	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1982	Cluster_1515	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1982	Cluster_1516	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1982	Cluster_1535	C3H6	C3H6	42.04695019						MassDifference
Cluster_1982	Cluster_1537	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1982	Cluster_1700	C2H2	C2H2	26.01565006						MassDifference
Cluster_1982	Cluster_1715	C2	C2	24						MassDifference
Cluster_1982	Cluster_1803	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1982	Cluster_1804	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1982	Cluster_1806	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1982	Cluster_1807	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1982	Cluster_1827	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1982	Cluster_1847	C	C	12						MassDifference
Cluster_1982	Cluster_1848	C	C	12						MassDifference
Cluster_1982	Cluster_1849	C	C	12						MassDifference
Cluster_1982	Cluster_1961	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1982	Cluster_1962	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1982	Cluster_1963	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1983	Cluster_0022	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_1983	Cluster_0024	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1983	Cluster_0678	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1983	Cluster_0679	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_1983	Cluster_1311	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_1983	Cluster_1513	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1983	Cluster_1515	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1983	Cluster_1516	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1983	Cluster_1537	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1983	Cluster_1700	C2H2	C2H2	26.01565006						MassDifference
Cluster_1983	Cluster_1715	C2	C2	24						MassDifference
Cluster_1983	Cluster_1803	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_1983	Cluster_1804	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_1983	Cluster_1806	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1983	Cluster_1807	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_1983	Cluster_1827	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1983	Cluster_1847	C	C	12						MassDifference
Cluster_1983	Cluster_1848	C	C	12						MassDifference
Cluster_1983	Cluster_1849	C	C	12						MassDifference
Cluster_1983	Cluster_1961	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1983	Cluster_1962	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1983	Cluster_1963	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_1984	Cluster_0086	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_1984	Cluster_1312	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_1984	Cluster_1313	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_1984	Cluster_1412	C4H8	C4H8	56.06260026						MassDifference
Cluster_1984	Cluster_1413	C4H8	C4H8	56.06260026						MassDifference
Cluster_1984	Cluster_1414	C4H8	C4H8	56.06260026						MassDifference
Cluster_1984	Cluster_1517	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1984	Cluster_1518	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_1984	Cluster_1536	C3H6	C3H6	42.04695019						MassDifference
Cluster_1984	Cluster_1540	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_1984	Cluster_1685	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_1984	Cluster_1687	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_1984	Cluster_1803	CH4	CH4	16.03130013						MassDifference
Cluster_1984	Cluster_1804	CH4	CH4	16.03130013						MassDifference
Cluster_1984	Cluster_1806	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1984	Cluster_1807	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_1984	Cluster_1828	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1984	Cluster_1829	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_1984	Cluster_1850	C	C	12						MassDifference
Cluster_1984	Cluster_1963	Hydrogenation (+H2)	H2	2.015650064						MassDifference
