from	to	group_mass	formula_mass	mass_mass	HSIDs	mzincrement	RTincrement	gnps_cosine	gnps_mass	interaction
Cluster_8512	Cluster_4984	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_8512	Cluster_4985	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_8512	Cluster_4988	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_8512	Cluster_4990	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_8512	Cluster_4991	Amination (+NH2)/Hydroxylation (+O)	NH2/O	16.01872407/15.99491462						MassDifference
Cluster_8512	Cluster_4992	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_8512	Cluster_4993	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_8512	Cluster_5008	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_8512	Cluster_5041	C2	C2	24						MassDifference
Cluster_8512	Cluster_5042	C2	C2	24						MassDifference
Cluster_8512	Cluster_5062	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_8512	Cluster_5063	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_8512	Cluster_5065	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_8512	Cluster_5066	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_8512	Cluster_5076	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_8512	Cluster_5077	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_8512	Cluster_5078	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_8512	Cluster_5089	O2	O2	31.98982924						MassDifference
Cluster_8512	Cluster_5145	C3H6	C3H6	42.04695019						MassDifference
Cluster_8512	Cluster_5146	C3H6	C3H6	42.04695019						MassDifference
Cluster_8512	Cluster_5155	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_8512	Cluster_5156	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_8512	Cluster_7982	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_8512	Cluster_8322	C5H2	C5H2	62.01565006						MassDifference
Cluster_8512	Cluster_8422	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_8512	Cluster_8429	C2H2	C2H2	26.01565006						MassDifference
Cluster_8512	Cluster_8430	C2H2	C2H2	26.01565006						MassDifference
Cluster_8512	Cluster_8465	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_8512	Cluster_8504	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_8512	Cluster_8505	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_8512	Cluster_8506	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_8515	Cluster_6638	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_8515	Cluster_8345	C4H8	C4H8	56.06260026						MassDifference
Cluster_8515	Cluster_8379	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_8525	Cluster_0154	C2H2	C2H2	26.01565006						MassDifference
Cluster_8525	Cluster_8318	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_8525	Cluster_8441	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_8525	Cluster_8471	Amination (+NH2)/Hydroxylation (+O)	NH2/O	16.01872407/15.99491462						MassDifference
Cluster_8526	Cluster_4513	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_8526	Cluster_4672	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_8526	Cluster_4766	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_8526	Cluster_4777	C2H2	C2H2	26.01565006						MassDifference
Cluster_8526	Cluster_4791	C2	C2	24						MassDifference
Cluster_8526	Cluster_4854	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_8526	Cluster_5027	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_8526	Cluster_6241	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_8526	Cluster_6255	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_8526	Cluster_6644	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_8526	Cluster_8394	C3H6	C3H6	42.04695019						MassDifference
Cluster_8526	Cluster_8423	O2	O2	31.98982924						MassDifference
Cluster_8526	Cluster_8466	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_8528	Cluster_0041	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_8528	Cluster_4676	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_8528	Cluster_4848	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_8528	Cluster_4924	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_8528	Cluster_4950	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_8528	Cluster_5269	C5H2	C5H2	62.01565006						MassDifference
Cluster_8528	Cluster_6300	O2	O2	31.98982924						MassDifference
Cluster_8528	Cluster_6625	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_8528	Cluster_6662	C2H2	C2H2	26.01565006						MassDifference
Cluster_8529	Cluster_5002	C	C	12						MassDifference
Cluster_8529	Cluster_6059	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_8529	Cluster_6242	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_8529	Cluster_6615	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_8529	Cluster_6616	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_8529	Cluster_6635	C	C	12						MassDifference
Cluster_8529	Cluster_6652	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_8529	Cluster_8434	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_8529	Cluster_8480	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_8530	Cluster_5002	C	C	12						MassDifference
Cluster_8530	Cluster_6242	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_8530	Cluster_6616	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_8530	Cluster_6635	C	C	12						MassDifference
Cluster_8530	Cluster_6652	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_8530	Cluster_8434	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_8530	Cluster_8480	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_8532	Cluster_4688	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_8532	Cluster_4756	O2	O2	31.98982924						MassDifference
Cluster_8532	Cluster_4766	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_8532	Cluster_4777	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_8532	Cluster_4853	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_8532	Cluster_4854	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_8532	Cluster_5082	C2	C2	24						MassDifference
Cluster_8532	Cluster_5189	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_8532	Cluster_5190	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_8532	Cluster_6226	C5H2	C5H2	62.01565006						MassDifference
Cluster_8532	Cluster_8394	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_8532	Cluster_8487	C	C	12						MassDifference
Cluster_8539	Cluster_3813	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_8539	Cluster_4581	C5H2	C5H2	62.01565006						MassDifference
Cluster_8539	Cluster_4686	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_8539	Cluster_4773	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_8539	Cluster_4783	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_8539	Cluster_4812	C2	C2	24						MassDifference
Cluster_8539	Cluster_4857	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_8539	Cluster_4863	CH4	CH4	16.03130013						MassDifference
Cluster_8539	Cluster_4887	C	C	12						MassDifference
Cluster_8539	Cluster_4888	C	C	12						MassDifference
Cluster_8539	Cluster_4944	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_8539	Cluster_4963	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_8539	Cluster_5037	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_8539	Cluster_5040	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_8539	Cluster_5041	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
