Row,m/z,RT,Annotation/ID,formula,adduct,evidence,MSI Level,Comment
Cluster_1932,481.2564116,6.055033904,LPG(16:1/0:0),C21H43O9P,,MS2,2,Fragmentation pattern + SIRIUS
Cluster_1934,481.2568601,5.543379039,LPG(16:1/0:0),C21H43O9P,,MS2,2,Fragmentation pattern + SIRIUS
Cluster_1910,479.2502448,2.680545872,,,,,,
Cluster_1911,479.2770143,6.590669383,,,,,,
Cluster_1912,479.2770099,6.798942578,,,,,,
Cluster_1913,479.2980506,2.883047152,,,,,,
Cluster_1918,480.3094148,5.300830832,,,,,,
Cluster_1812,470.2307778,4.730862258,GPNAE(18:5),C23H38NO7P,[M-H]-,MS2,2,
Cluster_1920,480.7515429,0.677405465,,,,,,
Cluster_1925,481.1472958,4.43289417,,,,,,
Cluster_1926,481.1472489,3.395491589,,,,,,
Cluster_1928,481.229244,3.587110156,,,,,,
Cluster_1935,481.2622583,3.192495434,LPG(16:1/0:0),C21H43O9P,,MS2,3,mass
Cluster_1962,483.2720907,6.120280793,LPG(16:0/0:0),C22H45O9P,,,3,mass
Cluster_1933,481.2437126,3.606154699,,,,,,
Cluster_1963,483.272354,6.305848188,LPG(16:0/0:0),C22H45O9P,,MS2,2,Fragmentation pattern + SIRIUS
Cluster_2238,509.2883535,6.291981889,LPG(18:1/0:0),C24H47O9P,,MS2,2,Fragmentation pattern + SIRIUS
Cluster_1936,481.3062592,5.670675552,,,,,,
Cluster_1937,482.0854698,3.504357674,,,,,,
Cluster_1938,482.0856934,3.795929328,,,,,,
Cluster_1939,482.1215412,2.948189523,,,,,,
Cluster_1944,482.3249939,5.174111804,,,,,,
Cluster_1945,482.9607363,0.809483698,,,,,,
Cluster_1947,483.0554921,3.060419697,,,,,,
Cluster_1949,483.0802219,3.195859951,,,,,,
Cluster_1950,483.0806373,2.919361247,,,,,,
Cluster_1951,483.0809308,3.06014805,,,,,,
Cluster_1952,483.1284125,0.978403464,,,,,,
Cluster_1953,483.1166931,2.454300672,,,,,,
Cluster_1955,483.1165865,2.149658045,,,,,,
Cluster_1956,483.1541915,3.898305882,,,,,,
Cluster_1960,483.2355293,2.568899249,,,,,,
Cluster_1961,483.2604921,6.115429257,,,,,,
Cluster_2239,509.2885216,6.48710275,LPG(18:1/0:0),C24H47O9P,,MS2,2,Fragmentation pattern + SIRIUS
Cluster_2732,558.267604,4.276505355,,C17H36NO7P+Gluc,[M-H]-,MS2,3,mz-difference to cluster_1165
Cluster_1964,483.3800483,6.167206051,,,,,,
Cluster_1965,483.9648067,0.817018601,,,,,,
Cluster_1967,484.0644786,2.796496639,,,,,,
Cluster_1971,484.2674084,4.812641534,,,,,,
Cluster_1972,484.3137628,3.272754766,,,,,,
Cluster_1974,484.6742523,0.636313422,,,,,,
Cluster_1979,485.2306033,4.305687331,,,,,,
Cluster_1981,485.2512314,5.079286762,,,,,,
Cluster_1982,485.2788284,6.426804601,,,,,,
Cluster_1983,485.281298,0.986775272,,,,,,
Cluster_1984,485.2976589,3.351498633,,,,,,
Cluster_1985,485.3087795,2.578878297,,,,,,
Cluster_1986,485.3271341,2.73903096,,,,,,
Cluster_1987,486.1160978,3.843715236,,,,,,
Cluster_1989,486.3041804,2.627556354,,,,,,
Cluster_1990,486.3027336,2.807208606,,,,,,
Cluster_1991,486.6710761,0.636624684,,,,,,
Cluster_1992,486.718558,0.655992377,,,,,,
Cluster_1997,487.2523514,0.987515379,,,,,,
Cluster_2000,487.2557278,3.733511897,,,,,,
Cluster_2001,487.2950963,3.574146131,,,,,,
Cluster_2003,488.1319863,3.164266893,,,,,,
Cluster_2007,488.2546065,2.917385616,,,,,,
Cluster_2008,488.2515208,3.058543529,,,,,,
Cluster_2009,488.2689827,2.56540066,,,,,,
Cluster_2010,488.2905101,2.772203251,,,,,,
Cluster_2014,489.2761518,7.995199247,,,,,,
Cluster_2015,489.2759175,8.591056114,,,,,,
Cluster_2016,489.3078234,3.628757794,,,,,,
Cluster_2018,490.1162492,3.654134178,,,,,,
Cluster_2019,490.1160719,3.091935161,,,,,,
Cluster_2021,490.1475156,4.265647355,,,,,,
Cluster_2022,490.1857876,3.472975856,,,,,,
Cluster_2024,490.2178524,4.697933713,,,,,,
Cluster_2025,490.2567701,5.188034098,,,,,,
Cluster_2026,490.2562326,4.748894631,,,,,,
Cluster_2028,490.290492,3.700769275,,,,,,
Cluster_2029,491.0814848,2.782124729,,,,,,
Cluster_2030,491.1683303,4.077851267,,,,,,
Cluster_2032,491.2508761,3.081721674,,,,,,
Cluster_2033,491.2867179,2.976687859,,,,,,
Cluster_2034,491.2991287,3.519685342,,,,,,
Cluster_2035,491.2996372,3.844173522,,,,,,
Cluster_2036,491.3613867,5.829541117,,,,,,
Cluster_2040,492.145675,3.190320412,,,,,,
Cluster_2041,492.1653708,2.513222604,,,,,,
Cluster_2043,492.1800871,4.995958704,,,,,,
Cluster_2044,492.2339408,5.054438508,,,,,,
Cluster_2045,492.2361123,3.991242075,,,,,,
Cluster_2047,492.3092066,5.898383879,,,,,,
Cluster_1855,474.2617382,7.18263082,LPE(18:3),C23H42NO7P,[M-H]-,MS2,2,
Cluster_1857,474.2623408,5.459669638,LPE(18:3),C23H42NO7P,[M-H]-,MS2,2,
Cluster_2053,493.184121,4.748576665,,,,,,
Cluster_2054,493.2504919,3.379201768,,,,,,
Cluster_2055,493.2564186,6.641351298,,,,,,
Cluster_2056,493.2566642,6.8982744,,,,,,
Cluster_2057,493.2659703,2.734750759,,,,,,
Cluster_2059,493.2971549,3.524417626,,,,,,
Cluster_2060,493.3135903,3.014552866,,,,,,
Cluster_2065,494.288475,5.199068483,,,,,,
Cluster_2068,495.1289128,2.753139044,,,,,,
Cluster_2069,495.1828793,0.89410683,,,,,,
Cluster_2072,495.2604812,3.614849227,,,,,,
Cluster_2073,495.2725803,5.960890921,,,,,,
Cluster_2074,495.2724272,6.14818631,,,,,,
Cluster_2076,495.2878042,4.778883916,,,,,,
Cluster_2077,495.4409928,8.013130886,,,,,,
Cluster_2078,496.1012209,3.854474278,,,,,,
Cluster_2080,496.2311211,4.301261993,,,,,,
Cluster_2083,496.3136613,3.103812906,,,,,,
Cluster_2085,497.0441315,0.716563021,,,,,,
Cluster_2086,497.0965972,3.659053149,,,,,,
Cluster_2087,497.0959995,3.363683471,,,,,,
Cluster_2089,497.1073283,0.983702515,,,,,,
Cluster_2091,497.1325066,1.198317723,,,,,,
Cluster_2092,497.1325879,2.260877416,,,,,,
Cluster_1813,470.2309462,4.8385393,GPNAE(18:5),C23H38NO7P,[M-H]-,MS2,2,may OH version???
Cluster_2094,497.1420653,4.43279458,,,,,,
Cluster_2096,497.1254918,3.660893328,,,,,,
Cluster_2101,497.2395316,3.208963883,,,,,,
Cluster_2103,497.3031189,4.898575546,,,,,,
Cluster_2104,497.2879332,6.482331217,,,,,,
Cluster_2105,497.2879246,6.744363836,,,,,,
Cluster_2107,498.0171267,1.353679679,,,,,,
Cluster_2108,498.0473249,0.716296174,,,,,,
Cluster_2109,498.1163461,2.649235433,,,,,,
Cluster_2110,498.1356667,2.519147232,,,,,,
Cluster_1873,476.2788231,5.726073391,LPE(18:2),C23H44NO7P,[M-H]-,MS2,2,
Cluster_1897,478.2944881,6.112964344,LPE(18:1),C23H46NO7P,[M - H]-,MS2,2,
Cluster_2116,498.2854918,5.316105539,,,,,,
Cluster_2117,498.2854918,5.398521602,,,,,,
Cluster_2118,498.3292253,3.271071896,,,,,,
Cluster_2119,498.3294888,3.409015467,,,,,,
Cluster_2120,498.3406458,2.912291827,,,,,,
Cluster_2121,498.7642639,0.58748152,,,,,,
Cluster_2124,499.1114744,2.996248989,,,,,,
Cluster_2125,499.1112938,1.850447737,,,,,,
Cluster_2128,499.267021,4.446011055,,,,,,
Cluster_2132,499.3249557,2.79892692,,,,,,
Cluster_2134,499.3747798,5.769909989,,,,,,
Cluster_2135,500.0942655,3.191763702,,,,,,
Cluster_2137,500.2062232,3.497149407,,,,,,
Cluster_2138,500.2407833,5.14229226,,,,,,
Cluster_2139,500.2714811,2.796623918,,,,,,
Cluster_1919,480.3091569,6.635615618,LPE(18:0),C23H48NO7P,[M-H]-,MS2,2,
Cluster_2141,500.2782996,5.608967325,,,,,,
Cluster_2048,492.3095221,6.36919725,LPE(19:1),C24H48NO7P,[M-H]-,MS2,2,
Cluster_2143,500.3086701,3.227456669,,,,,,
Cluster_2144,500.3110212,2.533143962,,,,,,
Cluster_2145,501.0504604,5.21594831,,,,,,
Cluster_2149,501.2540703,3.74367061,,,,,,
Cluster_2152,501.3285163,3.853868814,,,,,,
Cluster_2153,501.3907714,5.829774339,,,,,,
Cluster_2158,502.2705636,3.03057524,,,,,,
Cluster_2159,502.2677665,3.158581298,,,,,,
Cluster_2161,502.2939108,5.839497572,,,,,,
Cluster_2162,502.2938469,5.938900736,,,,,,
Cluster_2163,502.3059572,2.941791338,,,,,,
Cluster_2165,503.0475671,5.215804121,,,,,,
Cluster_2170,503.3236946,3.805342043,,,,,,
Cluster_2172,503.9592646,0.822034901,,,,,,
Cluster_2177,504.2060588,1.842031128,,,,,,
Cluster_2179,504.2337468,4.980825545,,,,,,
Cluster_2181,504.3019229,3.398142604,,,,,,
Cluster_2182,504.3104916,2.977858242,,,,,,
Cluster_2183,504.3091528,5.641887351,,,,,,
Cluster_2184,504.3091652,5.7453526,,,,,,
Cluster_2190,505.2665839,3.177687461,,,,,,
Cluster_2191,505.2664639,3.245153862,,,,,,
Cluster_2193,505.3020215,3.19216246,,,,,,
Cluster_2194,505.3024699,3.350207255,,,,,,
Cluster_2195,505.3159037,3.64647725,,,,,,
Cluster_2196,505.316201,3.708415158,,,,,,
Cluster_2197,505.3154882,4.016427351,,,,,,
Cluster_2198,505.9885334,0.808603066,,,,,,
Cluster_2199,506.0054916,0.792104164,,,,,,
Cluster_2203,506.2992449,2.867268941,,,,,,
Cluster_2204,506.3248604,6.016709973,,,,,,
Cluster_2205,506.32476,6.132407045,,,,,,
Cluster_2206,506.3245288,6.230650961,,,,,,
Cluster_2207,507.0299572,5.482284094,,,,,,
Cluster_2208,507.2447515,2.488809126,,,,,,
Cluster_2209,507.2449265,2.614090846,,,,,,
Cluster_2210,507.2450071,2.695834683,,,,,,
Cluster_2212,507.2639631,3.498682863,,,,,,
Cluster_2213,507.2816683,2.866695014,,,,,,
Cluster_2215,507.3132556,4.015656331,,,,,,
Cluster_2220,508.2668415,5.649742478,,,,,,
Cluster_2222,508.2861071,2.464712648,,,,,,
Cluster_2223,508.324711,2.503419874,,,,,,
Cluster_2228,509.2120531,4.936847342,,,,,,
Cluster_2229,509.2123191,5.07577561,,,,,,
Cluster_2230,509.2230492,4.197359785,,,,,,
Cluster_2232,509.2431823,2.917718827,,,,,,
Cluster_2233,509.2552682,3.429656297,,,,,,
Cluster_2235,509.2594813,4.400295138,,,,,,
Cluster_2237,509.2759758,3.597780462,,,,,,
Cluster_7167,394.2001208,4.206681178,,C17H34NO7P,[M-H]-,MS2,2,MS2 pattern + H2 mass difference to cluster_1165
Cluster_7886,632.2840319,4.621583038,,C29H48NO12P,[M - H]-,Network,3,connected to Cluster_1812/1812
Cluster_2240,510.102412,2.897593677,,,,,,
Cluster_2244,510.2830347,5.015473978,,,,,,
Cluster_2245,510.329148,3.337607496,,,,,,
Cluster_2248,511.2456822,4.865369723,,,,,,
Cluster_2250,511.2660049,3.444666337,,,,,,
Cluster_2253,511.2822099,4.548670728,,,,,,
Cluster_2254,512.095738,3.384735097,,,,,,
Cluster_2255,512.1320836,2.805763079,,,,,,
Cluster_2256,512.1318915,4.104863096,,,,,,
Cluster_2259,512.299054,5.273681653,,,,,,
Cluster_2260,512.2991679,5.389896355,,,,,,
Cluster_2261,512.3451064,3.411406736,,,,,,
Cluster_2262,512.3563079,3.009087681,,,,,,
Cluster_2263,513.0656927,2.915755107,,,,,,
Cluster_2265,513.1266926,2.436985172,,,,,,
Cluster_2270,513.2462416,4.358723167,,,,,,
Cluster_2272,513.2976751,4.091206894,,,,,,
Cluster_2273,513.309526,7.562019043,,,,,,
Cluster_2275,513.3006014,2.979249538,,,,,,
Cluster_2277,514.1113326,2.435052533,,,,,,
Cluster_2278,514.1110381,3.40839415,,,,,,
Cluster_2279,514.1113195,1.741340242,,,,,,
Cluster_2280,514.1112848,3.728642151,,,,,,
Cluster_2285,514.2873816,2.74164317,,,,,,
Cluster_2286,514.3024018,3.457154146,,,,,,
Cluster_2287,514.3245557,3.255745039,,,,,,
Cluster_2288,514.324785,3.383284554,,,,,,
Cluster_2289,515.152559,2.569050176,,,,,,
Cluster_2292,515.2405566,4.162729151,,,,,,
Cluster_2293,515.260622,5.338952911,,,,,,
Cluster_2296,515.3138453,4.235485744,,,,,,
Cluster_2297,515.3443204,3.994207945,,,,,,
Cluster_2300,516.2357931,5.067832918,,,,,,
Cluster_2302,516.2664094,2.5804869,,,,,,
Cluster_2303,516.2904914,2.802457452,,,,,,
Cluster_2304,516.2788608,5.516723312,,,,,,
Cluster_2305,516.2754914,5.627618992,,,,,,
Cluster_2306,516.2832413,3.247896127,,,,,,
Cluster_2307,517.1684477,2.542014983,,,,,,
Cluster_2308,517.1685722,2.644000173,,,,,,
Cluster_2313,517.2614437,2.427288839,,,,,,
Cluster_2315,517.3852414,4.375397991,,,,,,
Cluster_2317,518.1421019,3.834882756,,,,,,
Cluster_2322,518.2554913,2.853494463,,,,,,
Cluster_2323,518.2505397,5.2598103,,,,,,
Cluster_2324,518.2516643,5.372368293,,,,,,
Cluster_2325,518.2644563,2.850724686,,,,,,
Cluster_2326,518.2975204,3.347425601,,,,,,
Cluster_2327,518.3087825,2.832276435,,,,,,
Cluster_2328,518.3342377,3.11328263,,,,,,
Cluster_2329,519.162817,4.477411445,,,,,,
Cluster_2331,519.3174316,3.298145158,,,,,,
Cluster_2332,519.317964,3.494923263,,,,,,
Cluster_2333,519.3312097,4.152321675,,,,,,
Cluster_2334,520.1582349,2.371649112,,,,,,
Cluster_2337,520.2673627,4.544922848,,,,,,
Cluster_2338,520.2673136,5.522697732,,,,,,
Cluster_2339,520.2673381,5.640158619,,,,,,
Cluster_2340,520.27876,2.852254932,,,,,,
Cluster_2342,520.3123579,2.617514881,,,,,,
Cluster_2344,520.3121089,2.764577813,,,,,,
Cluster_2346,520.6136858,0.631056587,,,,,,
Cluster_2349,521.2134205,3.118798331,,,,,,
Cluster_2351,521.260859,2.725002294,,,,,,
Cluster_2352,521.2589768,4.311523845,,,,,,
Cluster_2354,521.2795456,3.714691338,,,,,,
Cluster_2355,521.8954072,0.703201254,,,,,,
Cluster_2356,521.9832558,0.824844084,,,,,,
Cluster_2357,522.1559651,4.697526842,,,,,,
Cluster_2359,522.282837,5.914612001,,,,,,
Cluster_2360,522.2829678,6.064715044,,,,,,
Cluster_2363,523.1237017,1.016109523,,,,,,
Cluster_2364,523.1236569,2.408359451,,,,,,
Cluster_2366,523.1670898,0.98316679,,,,,,
Cluster_2367,523.2272666,3.128631994,,,,,,
Cluster_2374,523.2915771,3.716535798,,,,,,
Cluster_2375,523.3038049,7.053182299,,,,,,
Cluster_2377,523.4718615,8.044533918,,,,,,
Cluster_2378,523.472001,8.175024439,,,,,,
Cluster_2379,523.9978311,0.791101786,,,,,,
Cluster_2382,524.2623243,4.813304407,,,,,,
Cluster_2384,524.299129,5.304029023,,,,,,
Cluster_2386,525.1021574,0.904763308,,,,,,
Cluster_2387,525.1277443,3.153437874,,,,,,
Cluster_2394,525.2607749,4.253838831,,,,,,
Cluster_2395,525.254676,4.371770937,,,,,,
Cluster_2396,525.2836178,3.62868465,,,,,,
Cluster_2397,525.2831899,5.697854836,,,,,,
Cluster_2398,526.1111383,2.887894978,,,,,,
Cluster_2402,526.2332238,5.528641551,,,,,,
Cluster_2403,526.2935042,5.334453563,,,,,,
Cluster_2404,526.3151174,5.630794338,,,,,,
Cluster_2405,526.3606138,3.588163778,,,,,,
Cluster_2406,526.3354912,5.632337622,,,,,,
Cluster_2407,526.3804912,3.586442756,,,,,,
Cluster_2408,526.6754911,0.625269602,,,,,,
Cluster_2412,527.2196884,4.69325426,,,,,,
Cluster_2413,527.2404427,3.95248816,,,,,,
Cluster_2416,527.2866674,4.886290705,,,,,,
Cluster_2418,527.970009,0.82462085,,,,,,
Cluster_2419,528.0766747,2.7617168,,,,,,
Cluster_2420,528.0693951,5.216069242,,,,,,
Cluster_2422,528.126765,3.724825183,,,,,,
Cluster_2423,528.1268486,3.921233371,,,,,,
Cluster_2435,528.286089,5.44398748,,,,,,
Cluster_2436,528.2857053,5.55370283,,,,,,
Cluster_2437,528.2954911,5.551571225,,,,,,
Cluster_2438,528.3102502,5.72573166,,,,,,
Cluster_2439,528.3180954,3.625613499,,,,,,
Cluster_2440,528.3395138,3.25875275,,,,,,
Cluster_2441,528.3399469,3.388280505,,,,,,
Cluster_2444,529.3048038,6.482887679,,,,,,
Cluster_2445,529.3066296,2.897137328,,,,,,
Cluster_2446,530.1789918,4.591708918,,,,,,
Cluster_2447,530.2000004,4.983915408,,,,,,
Cluster_2448,530.2001956,5.074766191,,,,,,
Cluster_2450,530.2565101,0.984330245,,,,,,
Cluster_2451,530.2648055,5.131207262,,,,,,
Cluster_2453,530.282103,2.585504177,,,,,,
Cluster_2454,530.3181148,3.230882529,,,,,,
Cluster_2455,530.3001723,3.3418637,,,,,,
Cluster_2456,530.2904911,2.754270244,,,,,,
Cluster_2457,530.3140163,2.961253514,,,,,,
Cluster_2458,530.700604,0.666899704,,,,,,
Cluster_2459,531.1239736,4.104494849,,,,,,
Cluster_2460,531.1240747,4.376190052,,,,,,
Cluster_2461,531.240491,2.87874325,,,,,,
Cluster_2463,531.2777292,2.568249064,,,,,,
Cluster_2468,532.2662539,5.760614094,,,,,,
Cluster_2471,532.313266,3.369301571,,,,,,
Cluster_2472,532.3134615,3.491700798,,,,,,
Cluster_2473,532.3247142,2.999825577,,,,,,
Cluster_2474,532.6974257,0.667071478,,,,,,
Cluster_2475,533.1349332,0.770634507,,,,,,
Cluster_2481,534.1746686,2.863634069,,,,,,
Cluster_2482,534.2830766,4.871066738,,,,,,
Cluster_2483,534.2830068,4.960291187,,,,,,
Cluster_2484,534.2929076,3.30202929,,,,,,
Cluster_2485,534.3038612,2.882948481,,,,,,
Cluster_2487,535.0835778,0.983225265,,,,,,
Cluster_2488,535.0831348,2.183692383,,,,,,
Cluster_2489,535.195491,2.864066656,,,,,,
Cluster_2496,535.4718465,8.172656555,,,,,,
Cluster_2497,536.1714249,4.974391049,,,,,,
Cluster_2498,536.1899387,2.684596465,,,,,,
Cluster_2499,536.189981,2.642565774,,,,,,
Cluster_2500,537.0618646,0.747200268,,,,,,
Cluster_2501,537.1386377,2.59035751,,,,,,
Cluster_2502,537.1393652,2.796871712,,,,,,
Cluster_2505,537.2354909,4.396392572,,,,,,
Cluster_2508,537.2464005,4.495175995,,,,,,
Cluster_2512,537.307355,3.892024995,,,,,,
Cluster_2513,537.3017563,5.107410706,,,,,,
Cluster_2514,537.3018929,5.20476243,,,,,,
Cluster_2516,538.2661635,3.511173823,,,,,,
Cluster_2517,538.2651254,3.902535313,,,,,,
Cluster_2518,538.2774157,5.071161786,,,,,,
Cluster_2519,538.3018725,6.286658313,,,,,,
Cluster_2520,538.3148297,5.645880565,,,,,,
Cluster_2521,538.3152354,5.442985768,,,,,,
Cluster_2522,538.3154071,5.552739998,,,,,,
Cluster_2523,538.6211308,0.631387939,,,,,,
Cluster_2524,539.0920526,5.813131009,,,,,,
Cluster_2529,539.2622209,4.579475579,,,,,,
Cluster_2532,539.2865285,3.371025779,,,,,,
Cluster_2533,539.2754909,3.980951935,,,,,,
Cluster_2534,539.3004709,3.807900409,,,,,,
Cluster_2536,539.4672841,7.970278653,,,,,,
Cluster_2537,539.992427,0.772447671,,,,,,
Cluster_2545,540.3302305,5.894327126,,,,,,
Cluster_2546,540.3303122,6.021740312,,,,,,
Cluster_2547,540.3394657,3.32737999,,,,,,
Cluster_2548,540.3760098,3.706270597,,,,,,
Cluster_2549,541.1216373,2.772832559,,,,,,
Cluster_2550,541.1474734,4.401414902,,,,,,
Cluster_2553,541.2558832,4.063386002,,,,,,
Cluster_2554,541.275523,3.193202609,,,,,,
Cluster_2556,541.2776399,4.736387162,,,,,,
Cluster_2558,541.2854908,4.75680744,,,,,,
Cluster_2559,541.3710288,2.961964409,,,,,,
Cluster_2560,542.1427169,4.206322051,,,,,,
Cluster_2561,542.1423202,3.937398105,,,,,,
Cluster_2563,542.2001803,2.946477563,,,,,,
Cluster_2564,542.2246711,2.887622297,,,,,,
Cluster_2567,542.2519745,5.223287708,,,,,,
Cluster_2568,542.2520329,5.319622794,,,,,,
Cluster_2569,542.2923607,2.627773878,,,,,,
Cluster_2570,542.3011473,5.900397367,,,,,,
Cluster_2571,542.3191098,2.929143468,,,,,,
Cluster_2572,542.3189843,3.284824564,,,,,,
Cluster_2573,542.3333304,3.791680132,,,,,,
Cluster_2574,542.3552937,3.399155758,,,,,,
Cluster_2575,543.1844421,2.990699118,,,,,,
Cluster_2576,543.2652047,3.58711875,,,,,,
Cluster_2577,543.2651236,3.734719063,,,,,,
Cluster_2579,543.9454908,0.833305164,,,,,,
Cluster_2581,544.1896131,1.595559756,,,,,,
Cluster_2582,544.1896144,0.983428101,,,,,,
Cluster_2584,544.2436157,4.612971637,,,,,,
Cluster_2586,544.2515235,4.022094244,,,,,,
Cluster_2589,544.267937,5.531119237,,,,,,
Cluster_2590,544.2674189,5.642647907,,,,,,
Cluster_2591,544.2983297,2.740764744,,,,,,
Cluster_2593,544.3162403,3.472698497,,,,,,
Cluster_2594,544.3166483,3.394080397,,,,,,
Cluster_2596,544.7717847,0.692528389,,,,,,
Cluster_2599,545.3282007,2.597373671,,,,,,
Cluster_2604,546.2592639,2.848163757,,,,,,
Cluster_2605,546.283614,5.756406727,,,,,,
Cluster_2607,546.279936,5.995857828,,,,,,
Cluster_2608,546.2804055,6.112603017,,,,,,
Cluster_2609,546.2955718,3.17000004,,,,,,
Cluster_2610,546.329321,3.502886937,,,,,,
Cluster_2611,546.3406409,3.136050198,,,,,,
Cluster_2612,547.0725964,0.788901685,,,,,,
Cluster_2614,547.1945158,5.066016031,,,,,,
Cluster_2622,548.2724631,2.981940796,,,,,,
Cluster_2624,548.3084477,3.327076802,,,,,,
Cluster_2625,548.3195929,2.636404278,,,,,,
Cluster_2626,548.3121491,3.422636908,,,,,,
Cluster_2627,548.3104907,3.422636908,,,,,,
Cluster_2628,549.0791864,0.753388371,,,,,,
Cluster_2629,549.1504906,3.87926949,,,,,,
Cluster_2630,549.1733752,4.365597705,,,,,,
Cluster_2631,549.1734166,4.647307332,,,,,,
Cluster_2638,550.0587274,2.760069962,,,,,,
Cluster_2639,550.1870932,5.253423996,,,,,,
Cluster_2640,550.1868231,5.530410671,,,,,,
Cluster_2642,550.2511168,2.73628701,,,,,,
Cluster_2643,550.2654906,2.903220905,,,,,,
Cluster_2644,550.2699733,5.085399172,,,,,,
Cluster_2645,550.2700831,5.173233651,,,,,,
Cluster_2646,550.2865424,2.883379068,,,,,,
Cluster_2651,551.0694347,2.307572655,,,,,,
Cluster_2653,551.2258668,4.221037667,,,,,,
Cluster_2657,551.4669388,7.851477151,,,,,,
Cluster_2658,551.9421286,0.714786908,,,,,,
Cluster_2659,552.076189,2.870304782,,,,,,
Cluster_2660,552.1984091,4.679849142,,,,,,
Cluster_2664,552.2654906,2.70374118,,,,,,
Cluster_2665,552.2664088,5.172844421,,,,,,
Cluster_2666,552.285662,5.477316085,,,,,,
Cluster_2667,552.281175,3.51549033,,,,,,
Cluster_2668,552.3021851,3.631246313,,,,,,
Cluster_2669,552.3054906,5.778667004,,,,,,
Cluster_2670,552.3054906,5.899453771,,,,,,
Cluster_2671,552.3305872,5.779002543,,,,,,
Cluster_2672,552.3307464,5.899594409,,,,,,
Cluster_2673,552.3395954,3.765991664,,,,,,
Cluster_2675,553.2492549,5.059721703,,,,,,
Cluster_2677,553.3018006,3.559800109,,,,,,
Cluster_2678,553.6178541,0.633077221,,,,,,
Cluster_2679,553.9008098,0.734457795,,,,,,
Cluster_2687,554.2827704,5.477569545,,,,,,
Cluster_2688,554.3011868,5.74761886,,,,,,
Cluster_2691,554.3458677,6.134469007,,,,,,
Cluster_2692,554.3456975,6.260049081,,,,,,
Cluster_2693,554.3914297,3.698909857,,,,,,
Cluster_2694,555.1626364,4.860530028,,,,,,
Cluster_2696,555.2149152,5.708968816,,,,,,
Cluster_2699,555.2808496,3.005860156,,,,,,
Cluster_2700,555.2958057,3.299198918,,,,,,
Cluster_2702,555.3866239,3.088577662,,,,,,
Cluster_2703,556.1077242,2.21714897,,,,,,
Cluster_2704,556.1586758,4.236515597,,,,,,
Cluster_2705,556.1582394,4.402896889,,,,,,
Cluster_2709,556.2730561,0.720030346,,,,,,
Cluster_2711,556.2988165,5.643043439,,,,,,
Cluster_2712,556.31677,6.017603127,,,,,,
Cluster_2713,556.3167334,6.134678387,,,,,,
Cluster_2714,556.3341456,3.065188538,,,,,,
Cluster_2715,556.3349147,3.410012655,,,,,,
Cluster_2716,556.3804905,3.565013358,,,,,,
Cluster_2717,557.1057977,4.183709175,,,,,,
Cluster_2718,557.1424258,4.674656739,,,,,,
Cluster_2719,557.1420928,5.000210125,,,,,,
Cluster_2725,557.2942781,2.823732407,,,,,,
Cluster_2727,557.3271009,2.894974606,,,,,,
Cluster_2728,557.3356258,7.597386779,,,,,,
Cluster_2049,492.3096619,6.492062625,LPE(19:1),C24H48NO7P,[M-H]-,MS2,2,
Cluster_2734,558.2832999,4.972399902,,,,,,
Cluster_2735,558.3151305,6.017545062,,,,,,
Cluster_2736,558.3138386,2.869028732,,,,,,
Cluster_2737,558.3138829,3.257024941,,,,,,
Cluster_2738,558.3149701,6.134589305,,,,,,
Cluster_2739,558.3315582,3.601265629,,,,,,
Cluster_2740,559.0440739,0.730582436,,,,,,
Cluster_2741,559.2524765,3.685650104,,,,,,
Cluster_2747,560.1895486,3.965105096,,,,,,
Cluster_2748,560.1895668,4.040996579,,,,,,
Cluster_2749,560.2260157,3.924566266,,,,,,
Cluster_2093,497.1326353,2.518194386,tyglu#2,C21H27N2O10P,[M-H]-,MS2,2,
Cluster_2751,560.2994679,5.084511027,,,,,,
Cluster_2752,560.2996096,5.173223985,,,,,,
Cluster_2753,560.3449219,3.674265382,,,,,,
Cluster_2754,561.016802,5.477869401,,,,,,
Cluster_2757,561.2461993,4.621671286,,,,,,
Cluster_2758,561.259106,5.164011137,,,,,,
Cluster_2759,561.272292,2.849690611,,,,,,
Cluster_2762,561.3043087,3.285798307,,,,,,
Cluster_2764,561.3054904,3.285798307,,,,,,
Cluster_2765,561.3474166,3.655127083,,,,,,
Cluster_2766,561.3204904,5.172522074,,,,,,
Cluster_2768,562.2416264,4.084539432,,,,,,
Cluster_2771,562.2854903,5.477553073,,,,,,
Cluster_2772,562.2762655,4.09738386,,,,,,
Cluster_2773,562.2928333,8.660681342,,,,,,
Cluster_2774,562.299619,2.639316129,,,,,,
Cluster_2775,562.3019725,3.763363497,,,,,,
Cluster_2776,562.3145974,4.560981283,,,,,,
Cluster_2777,562.3152504,5.477297753,,,,,,
Cluster_2778,562.3242352,3.458819916,,,,,,
Cluster_2779,562.3240388,3.075441575,,,,,,
Cluster_2785,563.2614716,4.66811792,,,,,,
Cluster_2786,564.1268103,4.299280689,,,,,,
Cluster_2787,564.1504903,3.232795225,,,,,,
Cluster_2789,564.2022177,5.879315889,,,,,,
Cluster_2790,564.2053972,5.07507653,,,,,,
Cluster_2795,564.283253,3.565448421,,,,,,
Cluster_2797,564.3054903,5.747711285,,,,,,
Cluster_2798,564.3023603,2.898411896,,,,,,
Cluster_2799,564.3014228,3.023578018,,,,,,
