Name,m/z,RT,Annotation,formula,adduct,evidence,,,,,
Cluster_1049,295.1136514,6.94556847,,,,,,,,,
Cluster_1050,295.1125005,7.32344267,,,,,,,,,
Cluster_1051,295.103523,7.4609677,,,,,,,,,
Cluster_1052,295.1524406,11.40874458,,,,,,,,,
Cluster_1053,295.167798,11.05071622,,,,,,,,,
Cluster_1054,295.2280952,15.05151594,,,,,,,,,
Cluster_1055,295.228309,15.9598187,,,,,,,,,
Cluster_1056,295.228309,15.9598187,,,,,,,,,
Cluster_1057,295.2643237,16.6801963,,,,,,,,,
Cluster_1058,296.0761869,10.960292,,,,,,,,,
Cluster_1059,296.0761831,10.96864967,,,,,,,,,
Cluster_1060,296.101622,4.61830159,,,,,,,,,
Cluster_1061,296.2240801,14.48584377,,,,,,,,,
Cluster_1062,296.2241082,14.84172795,,,,,,,,,
Cluster_1063,296.2241122,14.89248032,,,,,,,,,
Cluster_1064,297.0477821,11.68379028,,,,,,,,,
Cluster_1065,297.0399819,1.257185299,,,,,,,,,
Cluster_1066,297.0816647,0.849943146,,,,,,,,,
Cluster_1067,297.0716706,7.81317792,,,,,,,,,
Cluster_1068,297.1321559,8.715305848,,,,,,,,,
Cluster_1069,297.1702314,10.67752229,,,,,,,,,
Cluster_1070,297.1538896,14.1681624,,,,,,,,,
Cluster_1071,297.1564908,14.36966533,,,,,,,,,
Cluster_1072,297.1537443,15.72167744,,,,,,,,,
Cluster_1073,297.1536877,15.83599473,,,,,,,,,
Cluster_1074,297.153655,16.16061958,,,,,,,,,
Cluster_1075,297.1540104,14.202448,,,,,,,,,
Cluster_1076,297.1564908,14.36966533,,,,,,,,,
Cluster_1077,297.2438746,15.31174329,,,,,,,,,
Cluster_1078,297.1536758,15.6449343,,,,,,,,,
Cluster_1079,297.1537443,15.72167744,,,,,,,,,
Cluster_1080,297.1536877,15.83599473,,,,,,,,,
Cluster_1081,297.1820247,10.08222849,,,,,,,,,
Cluster_1082,297.2438746,15.31174329,,,,,,,,,
Cluster_1083,297.2443288,17.44152153,,,,,,,,,
Cluster_1084,297.2442995,17.89402657,,,,,,,,,
Cluster_1085,298.0724899,13.09496326,,,,,,,,,
Cluster_1086,298.2037474,9.373971792,,,,,,,,,
Cluster_1087,298.1782998,6.57737038,,,,,,,,,
Cluster_1088,298.1440978,5.7070326,,,,,,,,,
Cluster_1089,298.1782998,6.57737038,,,,,,,,,
Cluster_1090,298.2399107,14.04229021,,,,,,,,,
Cluster_1091,298.2043019,10.83074634,,,,,,,,,
Cluster_1092,298.2038169,10.87504752,,,,,,,,,
Cluster_1093,298.2037474,9.373971792,,,,,,,,,
Cluster_1094,299.0817909,12.78959287,,,,,,,,,
Cluster_1095,299.0658769,5.153545722,,,,,,,,,
Cluster_1096,299.0998963,0.851231543,,,,,,,,,
Cluster_1097,299.1864931,10.30103535,,,,,,,,,
Cluster_1098,299.1864931,10.30103535,,,,,,,,,
Cluster_1099,299.2601807,16.38088363,,,,,,,,,
Cluster_1100,299.2601911,18.50946346,,,,,,,,,
Cluster_1101,299.2597441,18.81594424,,,,,,,,,
Cluster_1102,299.8640291,5.851387498,,,,,,,,,
Cluster_1103,300.0318609,5.040682705,,,,,,,,,
Cluster_1104,300.051864,4.843998478,,,,,,,,,
Cluster_1105,300.1939854,6.770058225,,,,,,,,,
Cluster_1106,300.1940135,6.872963737,,,,,,,,,
Cluster_1107,300.1940618,6.992741149,,,,,,,,,
Cluster_1108,300.1939338,7.089467902,,,,,,,,,
Cluster_1109,300.1940177,7.71675451,,,,,,,,,
Cluster_1110,300.1939991,7.923052357,,,,,,,,,
Cluster_1111,300.1940577,5.754339799,,,,,,,,,
Cluster_1112,300.1940204,5.849200255,,,,,,,,,
Cluster_1113,300.1940767,6.06698141,,,,,,,,,
Cluster_1114,300.1363033,7.434905862,,,,,,,,,
Cluster_1115,300.1939763,7.494343328,,,,,,,,,
Cluster_1116,300.1940177,7.71675451,,,,,,,,,
Cluster_1117,300.9920582,11.14564595,,,,,,,,,
Cluster_1118,301.0840135,9.671550059,,,,,,,,,
Cluster_1119,301.1660522,8.7162315,,,,,,,,,
Cluster_1120,301.1664431,8.962851496,,,,,,,,,
Cluster_1121,301.1175761,6.7008097,,,,,,,,,
Cluster_1122,301.1175761,6.698580596,,,,,,,,,
Cluster_1123,301.1979332,6.872540037,,,,,,,,,
Cluster_1124,301.166117,10.29057612,,,,,,,,,
Cluster_1125,301.1638063,10.3881263,,,,,,,,,
Cluster_1126,301.2178852,17.30013588,,,,,,,,,
Cluster_1127,301.2183054,17.4307427,,,,,,,,,
Cluster_1128,302.1736537,4.9545317,,,,,,,,,
Cluster_1129,302.173675,5.229840471,,,,,,,,,
Cluster_1130,302.1737271,4.919488034,,,,,,,,,
Cluster_1131,302.0298193,14.86981051,,,,,,,,,
Cluster_1132,302.0678202,1.798217542,,,,,,,,,
Cluster_1133,302.0678103,1.9557991,,,,,,,,,
Cluster_1134,302.1715202,2.351848196,,,,,,,,,
Cluster_1135,302.1736561,5.527652954,,,,,,,,,
Cluster_1136,302.1735993,5.640269272,,,,,,,,,
Cluster_1137,302.1520106,7.2036953,,,,,,,,,
Cluster_1138,302.1715202,2.351848196,,,,,,,,,
Cluster_1139,302.1735858,6.124402395,,,,,,,,,
Cluster_1140,302.1736785,6.209872001,,,,,,,,,
Cluster_1141,302.1735771,5.982354843,,,,,,,,,
Cluster_1142,302.1983214,10.8207192,,,,,,,,,
Cluster_1143,302.9860166,9.321958185,,,,,,,,,
Cluster_1144,303.17979,9.53539665,,,,,,,,,
Cluster_1145,303.1817165,9.000288552,,,,,,,,,
Cluster_1146,303.1820929,9.23423593,,,,,,,,,
Cluster_1147,303.1817133,10.08017929,,,,,,,,,
Cluster_1148,304.2140584,11.20782352,,,,,,,,,
Cluster_1149,304.2060583,14.7930388,,,,,,,,,
Cluster_1150,304.2140647,10.50558225,,,,,,,,,
Cluster_1151,304.2140411,13.20016386,,,,,,,,,
Cluster_1152,305.0136066,8.058407178,,,,,,,,,
Cluster_1153,305.0136066,8.058407178,,,,,,,,,
Cluster_1154,305.0476062,9.77185432,,,,,,,,,
Cluster_1155,305.0476062,9.77185432,,,,,,,,,
Cluster_1156,305.0821269,11.457512,,,,,,,,,
Cluster_1157,305.0821247,11.44883018,,,,,,,,,
Cluster_1158,305.0199351,1.938309282,,,,,,,,,
Cluster_1159,305.1519348,8.801735404,,,,,,,,,
Cluster_1160,305.9164171,5.650348413,,,,,,,,,
Cluster_1161,305.9164171,5.650348413,,,,,,,,,
Cluster_1162,306.1856549,11.16276939,,,,,,,,,
Cluster_1163,306.0998812,8.272526177,,,,,,,,,
Cluster_1164,306.0998522,9.085405424,,,,,,,,,
Cluster_1165,306.187507,11.77868051,,,,,,,,,
Cluster_1166,306.1477366,6.19625137,,,,,,,,,
Cluster_1167,306.1477362,6.2000587,,,,,,,,,
Cluster_1168,306.1857008,10.04515662,,,,,,,,,
Cluster_1169,306.187507,11.77868051,,,,,,,,,
Cluster_1170,306.221895,15.87804383,,,,,,,,,
Cluster_1171,306.905924,1.958157046,,,,,,,,,
Cluster_1172,307.0739367,9.645854608,,,,,,,,,
Cluster_1173,307.1918883,11.89728043,,,,,,,,,
Cluster_1174,307.1918883,11.89728043,,,,,,,,,
Cluster_1175,307.1921806,12.12028547,,,,,,,,,
Cluster_1176,308.9042941,1.982756175,,,,,,,,,
Cluster_1177,308.954505,5.415791534,,,,,,,,,
Cluster_1178,308.9897956,5.079339708,,,,,,,,,
Cluster_1179,308.9957641,3.709461146,,,,,,,,,
Cluster_1180,309.1104537,3.473923655,,,,,,,,,
Cluster_1181,309.1140099,3.580612161,,,,,,,,,
Cluster_1182,308.9959654,3.678520713,,,,,,,,,
Cluster_1183,309.1335765,9.416770301,,,,,,,,,
Cluster_1184,309.1103141,1.870112595,,,,,,,,,
Cluster_1185,309.1620389,16.55425865,,,,,,,,,
Cluster_1186,309.1756564,15.07059446,,,,,,,,,
Cluster_1187,309.2079448,14.32654554,,,,,,,,,
Cluster_1188,309.2079245,14.46254082,,,,,,,,,
Cluster_1189,310.0557559,11.39876974,,,,,,,,,
Cluster_1190,310.0557559,11.39876974,,,,,,,,,
Cluster_1191,310.0942951,5.903640835,,,,,,,,,
Cluster_1192,311.1863944,11.0707999,,,,,,,,,
Cluster_1193,311.1084694,5.752417952,,,,,,,,,
Cluster_1194,311.128022,7.644907881,,,,,,,,,
Cluster_1195,311.1417124,8.079989467,,,,,,,,,
Cluster_1196,311.14809,9.303904384,,,,,,,,,
Cluster_1197,311.1698369,14.95065952,,,,,,,,,
Cluster_1198,311.1695968,16.960679,,,,,,,,,
Cluster_1199,311.1696058,17.21276052,,,,,,,,,
Cluster_1200,311.1695821,17.3619561,,,,,,,,,
Cluster_1201,311.1696062,17.80493711,,,,,,,,,
Cluster_1202,311.1696304,17.0661399,,,,,,,,,
Cluster_1203,311.1696058,17.21276052,,,,,,,,,
Cluster_1204,311.1699989,15.14243178,,,,,,,,,
Cluster_1205,311.198333,11.65326588,,,,,,,,,
Cluster_1206,311.1880507,13.58372617,,,,,,,,,
Cluster_1207,311.1864683,12.22239271,,,,,,,,,
Cluster_1208,312.0020643,8.509273931,,,,,,,,,
Cluster_1209,312.0020643,8.509273931,,,,,,,,,
Cluster_1210,312.0659833,7.976930007,,,,,,,,,
Cluster_1211,312.0658291,9.110172583,,,,,,,,,
Cluster_1212,312.0716777,10.01166477,,,,,,,,,
Cluster_1213,312.1941404,7.4509599,,,,,,,,,
Cluster_1214,312.0659666,7.9579743,,,,,,,,,
Cluster_1215,312.0658291,9.110172583,,,,,,,,,
Cluster_1216,312.096334,1.93228797,,,,,,,,,
Cluster_1217,312.194067,7.435014713,,,,,,,,,
Cluster_1218,312.1937994,7.023860379,,,,,,,,,
Cluster_1219,312.1823037,12.2538367,,,,,,,,,
Cluster_1220,312.1736404,15.19156444,,,,,,,,,
Cluster_1221,312.2558263,14.74984603,,,,,,,,,
Cluster_1222,312.2558572,14.91103864,,,,,,,,,
Cluster_1223,312.1735678,15.14106719,,,,,,,,,
Cluster_1224,312.1736404,15.19156444,,,,,,,,,
Cluster_1225,312.2196554,11.48918593,,,,,,,,,
Cluster_1226,312.2558747,14.711031,,,,,,,,,
Cluster_1227,313.0959391,8.406805718,,,,,,,,,
Cluster_1228,313.079884,23.03493925,,,,,,,,,
Cluster_1229,313.1336241,6.19565119,,,,,,,,,
Cluster_1230,313.0959391,8.406805718,,,,,,,,,
Cluster_1231,313.1323666,6.2000587,,,,,,,,,
Cluster_1232,314.0816554,7.327689635,,,,,,,,,
Cluster_1233,314.209913,7.573803284,,,,,,,,,
Cluster_1234,314.2099531,7.629929378,,,,,,,,,
Cluster_1235,314.209969,7.683152861,,,,,,,,,
Cluster_1236,314.20976,7.950177,,,,,,,,,
Cluster_1237,314.0817523,7.4509599,,,,,,,,,
Cluster_1238,314.1159541,7.797263806,,,,,,,,,
Cluster_1239,314.209787,7.922931816,,,,,,,,,
Cluster_1240,314.1983591,9.658711845,,,,,,,,,
Cluster_1241,315.0763939,8.754405947,,,,,,,,,
Cluster_1242,315.0763578,8.875526609,,,,,,,,,
Cluster_1243,315.076318,9.017789054,,,,,,,,,
Cluster_1244,315.181925,9.321000934,,,,,,,,,
Cluster_1245,315.1818788,10.57890624,,,,,,,,,
Cluster_1246,315.1818215,10.67784294,,,,,,,,,
Cluster_1247,315.1818423,10.77223961,,,,,,,,,
Cluster_1248,315.1063269,6.018703221,,,,,,,,,
Cluster_1249,315.1204918,6.428443886,,,,,,,,,
Cluster_1250,315.1682848,5.721775618,,,,,,,,,
Cluster_1251,315.1063269,6.018703221,,,,,,,,,
Cluster_1252,315.120498,6.81591868,,,,,,,,,
Cluster_1253,315.1215884,6.450538,,,,,,,,,
Cluster_1254,315.1203594,6.511829317,,,,,,,,,
Cluster_1255,315.120498,6.81591868,,,,,,,,,
Cluster_1256,315.1204918,6.428443886,,,,,,,,,
Cluster_1257,315.1203594,6.511829317,,,,,,,,,
Cluster_1258,315.1682848,5.721775618,,,,,,,,,
Cluster_1259,315.1680297,1.217405,,,,,,,,,
Cluster_1260,315.1682768,5.7147079,,,,,,,,,
Cluster_1261,315.181925,9.321000934,,,,,,,,,
Cluster_1262,315.1818788,10.57890624,,,,,,,,,
Cluster_1263,315.1818215,10.67784294,,,,,,,,,
Cluster_1264,315.1819183,11.84080483,,,,,,,,,
Cluster_1265,315.2099387,21.23957962,,,,,,,,,
Cluster_1266,315.209968,21.32115933,,,,,,,,,
Cluster_1267,315.9900401,2.630217283,,,,,,,,,
Cluster_1268,316.1884891,5.020833036,,,,,,,,,
Cluster_1269,316.1896175,5.304783655,,,,,,,,,
Cluster_1270,316.1523882,5.446002163,,,,,,,,,
Cluster_1271,316.1895709,4.897005087,,,,,,,,,
Cluster_1272,316.1884891,5.020833036,,,,,,,,,
Cluster_1273,316.0781513,7.327184827,,,,,,,,,
Cluster_1274,316.0621915,7.043670571,,,,,,,,,
Cluster_1275,316.0781513,7.327184827,,,,,,,,,
Cluster_1276,316.1895538,6.92041124,,,,,,,,,
Cluster_1277,316.0621915,7.043670571,,,,,,,,,
Cluster_1278,316.1680142,7.9579743,,,,,,,,,
Cluster_1279,316.1680564,7.972287264,,,,,,,,,
Cluster_1280,316.1098351,8.625350537,,,,,,,,,
Cluster_1281,316.1680564,7.972287264,,,,,,,,,
Cluster_1282,316.1680502,8.292870657,,,,,,,,,
Cluster_1283,316.1523907,5.934014182,,,,,,,,,
Cluster_1284,316.2140791,11.16505061,,,,,,,,,
Cluster_1285,316.1522538,5.4519778,,,,,,,,,
Cluster_1286,316.1843711,10.77212343,,,,,,,,,
Cluster_1287,316.909699,4.7090203,,,,,,,,,
Cluster_1288,317.1363504,6.11447038,,,,,,,,,
Cluster_1289,317.1477621,1.2070507,,,,,,,,,
Cluster_1290,317.1224026,2.4609535,,,,,,,,,
Cluster_1291,317.1479452,1.185147403,,,,,,,,,
Cluster_1292,317.1224405,2.489550522,,,,,,,,,
Cluster_1293,317.1977163,9.450046351,,,,,,,,,
Cluster_1294,317.1976821,9.550948115,,,,,,,,,
Cluster_1295,317.197889,9.643940842,,,,,,,,,
Cluster_1296,317.1977404,9.9630623,,,,,,,,,
Cluster_1297,317.1977358,9.97186991,,,,,,,,,
Cluster_1298,317.1981418,10.0400604,,,,,,,,,
Cluster_1299,317.212326,15.0270508,,,,,,,,,
Cluster_1300,317.2123026,15.70520858,,,,,,,,,
Cluster_1301,317.95352,10.04164478,,,,,,,,,
Cluster_1302,317.95352,10.04164478,,,,,,,,,
Cluster_1303,318.0298569,5.095866695,,,,,,,,,
Cluster_1304,318.0298569,5.095866695,,,,,,,,,
Cluster_1305,318.1115881,6.659626347,,,,,,,,,
Cluster_1306,318.1115881,6.659626347,,,,,,,,,
Cluster_1307,318.1858223,10.54968111,,,,,,,,,
Cluster_1308,318.2218017,15.65456438,,,,,,,,,
Cluster_1309,318.2298555,13.16276027,,,,,,,,,
Cluster_1310,318.9055962,4.708337817,,,,,,,,,
Cluster_1311,318.9055962,4.7077136,,,,,,,,,
Cluster_1312,318.9815304,11.24426207,,,,,,,,,
Cluster_1313,319.0864101,0.823357876,,,,,,,,,
Cluster_1314,319.1338097,6.947639648,,,,,,,,,
Cluster_1315,319.1342225,7.127949058,,,,,,,,,
Cluster_1316,319.950004,10.04291839,,,,,,,,,
Cluster_1317,320.1624309,7.452629236,,,,,,,,,
Cluster_1318,320.2000956,10.61772083,,,,,,,,,
Cluster_1319,320.1741598,5.301567803,,,,,,,,,
Cluster_1320,320.2000956,10.61772083,,,,,,,,,
Cluster_1321,320.2096286,9.717831526,,,,,,,,,
Cluster_1322,320.2015321,11.67091739,,,,,,,,,
Cluster_1323,320.2377944,16.43554054,,,,,,,,,
Cluster_1324,320.2377619,16.5167163,,,,,,,,,
Cluster_1325,321.0897513,14.06695453,,,,,,,,,
Cluster_1326,321.0935647,8.747789101,,,,,,,,,
Cluster_1327,321.0935904,8.875405208,,,,,,,,,
Cluster_1328,321.0936276,9.015408814,,,,,,,,,
Cluster_1329,321.0936583,10.93913039,,,,,,,,,
Cluster_1330,321.0935247,11.02103179,,,,,,,,,
Cluster_1331,321.1723081,10.55146661,,,,,,,,,
Cluster_1332,321.0936583,10.93913039,,,,,,,,,
Cluster_1333,321.1723081,10.55146661,,,,,,,,,
Cluster_1334,321.2078446,0.839146475,,,,,,,,,
Cluster_1335,321.2076846,1.079585216,,,,,,,,,
Cluster_1336,322.1556036,4.9631816,,,,,,,,,
Cluster_1337,322.1556036,4.962050828,,,,,,,,,
Cluster_1338,322.0942658,8.930660381,,,,,,,,,
Cluster_1339,322.0941968,9.200289473,,,,,,,,,
Cluster_1340,322.0942576,9.330406943,,,,,,,,,
Cluster_1341,322.0942341,9.403025936,,,,,,,,,
Cluster_1342,322.1555435,6.981006731,,,,,,,,,
Cluster_1343,322.2038671,11.29565871,,,,,,,,,
Cluster_1344,322.2164496,14.19388215,,,,,,,,,
Cluster_1345,322.1963617,11.6712256,,,,,,,,,
Cluster_1346,322.2163265,12.3468466,,,,,,,,,
Cluster_1347,322.2164496,14.19388215,,,,,,,,,
Cluster_1348,323.1118409,8.2008569,,,,,,,,,
Cluster_1349,323.1480481,9.762637609,,,,,,,,,
Cluster_1350,323.1879362,10.711984,,,,,,,,,
Cluster_1351,323.2043507,0.838874392,,,,,,,,,
Cluster_1352,323.2041534,1.079645862,,,,,,,,,
Cluster_1353,323.2202558,18.93948011,,,,,,,,,
Cluster_1354,323.2599025,16.28663779,,,,,,,,,
Cluster_1355,324.1099718,7.327323546,,,,,,,,,
Cluster_1356,324.1102223,7.4509599,,,,,,,,,
Cluster_1357,324.1360618,13.70316254,,,,,,,,,
Cluster_1358,324.1440558,6.470735589,,,,,,,,,
Cluster_1359,324.1518787,4.962031209,,,,,,,,,
Cluster_1360,324.1360618,13.703842,,,,,,,,,
Cluster_1361,324.2198201,11.66200542,,,,,,,,,
Cluster_1362,324.9738594,13.40493447,,,,,,,,,
Cluster_1363,324.9735436,9.70551064,,,,,,,,,
Cluster_1364,325.0336786,8.745935226,,,,,,,,,
Cluster_1365,325.0664633,9.118585767,,,,,,,,,
Cluster_1366,325.1638542,9.279369527,,,,,,,,,
Cluster_1367,325.1063111,5.889142932,,,,,,,,,
Cluster_1368,325.1084379,2.868060015,,,,,,,,,
Cluster_1369,325.1062698,5.9575517,,,,,,,,,
Cluster_1370,325.1079688,3.678562722,,,,,,,,,
Cluster_1371,325.1336128,7.968825641,,,,,,,,,
Cluster_1372,325.1638542,9.279369527,,,,,,,,,
Cluster_1373,325.1855342,15.65131506,,,,,,,,,
Cluster_1374,325.1855591,15.80515897,,,,,,,,,
Cluster_1375,325.1858042,15.93675282,,,,,,,,,
Cluster_1376,325.1638468,12.83632213,,,,,,,,,
Cluster_1377,325.1842358,18.73574948,,,,,,,,,
Cluster_1378,325.1855275,18.7480335,,,,,,,,,
Cluster_1379,325.1844274,18.75780288,,,,,,,,,
Cluster_1380,325.1857063,18.77161817,,,,,,,,,
Cluster_1381,325.1843381,18.94134705,,,,,,,,,
Cluster_1382,325.1857077,19.88680556,,,,,,,,,
Cluster_1383,325.1843382,19.91641881,,,,,,,,,
Cluster_1384,325.1855115,19.96052251,,,,,,,,,
Cluster_1385,325.1842038,20.16451985,,,,,,,,,
Cluster_1386,325.1855591,15.80515897,,,,,,,,,
Cluster_1387,325.1858042,15.93675282,,,,,,,,,
Cluster_1388,325.1858248,16.0172787,,,,,,,,,
Cluster_1389,325.2140633,12.50654701,,,,,,,,,
Cluster_1390,325.1857077,19.88680556,,,,,,,,,
Cluster_1391,325.2140633,12.50654701,,,,,,,,,
Cluster_1392,326.0898732,5.270131128,,,,,,,,,
Cluster_1393,325.9903688,5.073298054,,,,,,,,,
Cluster_1394,326.0898732,5.270131128,,,,,,,,,
Cluster_1395,326.0455149,9.4560167,,,,,,,,,
Cluster_1396,326.0520426,9.527219552,,,,,,,,,
Cluster_1397,326.0456229,9.440535702,,,,,,,,,
Cluster_1398,326.1739962,7.060177146,,,,,,,,,
Cluster_1399,326.2102012,7.206663853,,,,,,,,,
Cluster_1400,326.2102012,7.2036953,,,,,,,,,
Cluster_1401,326.1156599,7.326766079,,,,,,,,,
Cluster_1402,326.1902977,14.10877429,,,,,,,,,
Cluster_1403,326.2716484,15.5422887,,,,,,,,,
Cluster_1404,326.98993,11.86143162,,,,,,,,,
Cluster_1405,326.9900321,10.69147911,,,,,,,,,
Cluster_1406,327.0299927,5.811282372,,,,,,,,,
Cluster_1407,327.1136502,9.304044408,,,,,,,,,
Cluster_1408,327.0444313,5.707514405,,,,,,,,,
Cluster_1409,327.1162248,6.814925131,,,,,,,,,
Cluster_1410,327.1281677,17.78700953,,,,,,,,,
Cluster_1411,327.1819594,10.89027846,,,,,,,,,
Cluster_1412,327.1818962,11.09627842,,,,,,,,,
Cluster_1413,327.1819199,11.75784762,,,,,,,,,
Cluster_1414,327.1818701,11.90347659,,,,,,,,,
Cluster_1415,328.0420217,9.4560167,,,,,,,,,
Cluster_1416,328.042015,9.439320826,,,,,,,,,
Cluster_1417,328.046352,2.2060992,,,,,,,,,
Cluster_1418,328.0403699,10.45480498,,,,,,,,,
Cluster_1419,328.0463381,1.201552897,,,,,,,,,
Cluster_1420,328.0464433,0.852205863,,,,,,,,,
Cluster_1421,328.0459446,2.024593898,,,,,,,,,
Cluster_1422,328.0460929,2.093173104,,,,,,,,,
Cluster_1423,328.0462813,2.165024237,,,,,,,,,
Cluster_1424,328.1217103,8.967113917,,,,,,,,,
Cluster_1425,328.0625012,7.045346029,,,,,,,,,
Cluster_1426,328.0625012,7.045346029,,,,,,,,,
Cluster_1427,328.1524095,6.450538,,,,,,,,,
Cluster_1428,328.1682208,8.781664216,,,,,,,,,
Cluster_1429,328.1524095,6.452109115,,,,,,,,,
Cluster_1430,328.1895178,7.716568999,,,,,,,,,
Cluster_1431,328.2061713,14.51975317,,,,,,,,,
Cluster_1432,328.205964,14.61618103,,,,,,,,,
Cluster_1433,328.206196,14.97434249,,,,,,,,,
Cluster_1434,328.2257392,7.494793099,,,,,,,,,
Cluster_1435,328.1895178,7.716568999,,,,,,,,,
Cluster_1436,328.2257392,7.091286842,,,,,,,,,
Cluster_1437,328.2258047,7.239174894,,,,,,,,,
Cluster_1438,328.2257392,7.494793099,,,,,,,,,
Cluster_1439,328.2502462,15.65471082,,,,,,,,,
Cluster_1440,329.1882791,12.99043977,,,,,,,,,
Cluster_1441,329.1482929,1.795832581,,,,,,,,,
Cluster_1442,329.1221057,6.704827054,,,,,,,,,
Cluster_1443,329.2338998,10.84448257,,,,,,,,,
Cluster_1444,329.2338923,10.90214995,,,,,,,,,
Cluster_1445,329.1221057,6.704827054,,,,,,,,,
Cluster_1446,329.1882791,12.99043977,,,,,,,,,
Cluster_1447,329.2338998,10.84448257,,,,,,,,,
Cluster_1448,329.2338923,10.90214995,,,,,,,,,
Cluster_1449,329.2343251,10.9608315,,,,,,,,,
Cluster_1450,329.1976007,11.07236539,,,,,,,,,
Cluster_1451,329.1976177,11.15645838,,,,,,,,,
Cluster_1452,329.2340936,11.70213482,,,,,,,,,
Cluster_1453,329.1463094,1.7148015,,,,,,,,,
Cluster_1454,329.2337795,11.82511023,,,,,,,,,
Cluster_1455,329.2339,11.457512,,,,,,,,,
Cluster_1456,330.2044563,6.9550272,,,,,,,,,
Cluster_1457,330.2055149,7.076102175,,,,,,,,,
Cluster_1458,330.2042928,7.169925475,,,,,,,,,
Cluster_1459,330.0762055,7.288763521,,,,,,,,,
Cluster_1460,330.0762055,7.288763521,,,,,,,,,
Cluster_1461,330.2044959,7.737635157,,,,,,,,,
Cluster_1462,330.2044097,7.875858413,,,,,,,,,
Cluster_1463,330.2043957,6.917067018,,,,,,,,,
Cluster_1464,330.2055149,7.076102175,,,,,,,,,
Cluster_1465,330.2042928,7.169925475,,,,,,,,,
Cluster_1466,330.2063972,5.84921357,,,,,,,,,
Cluster_1467,330.1682695,6.106245992,,,,,,,,,
Cluster_1468,330.1682695,6.106245992,,,,,,,,,
Cluster_1469,330.1679064,6.177135128,,,,,,,,,
Cluster_1470,330.1679064,6.177135128,,,,,,,,,
Cluster_1471,330.1680512,5.55346891,,,,,,,,,
Cluster_1472,330.2055263,5.643330858,,,,,,,,,
Cluster_1473,330.1681461,4.945440758,,,,,,,,,
Cluster_1474,330.1683396,5.088313407,,,,,,,,,
Cluster_1475,330.1683975,3.20190298,,,,,,,,,
Cluster_1476,330.1680512,5.55346891,,,,,,,,,
Cluster_1477,330.2055263,5.643330858,,,,,,,,,
Cluster_1478,330.2063972,5.84921357,,,,,,,,,
Cluster_1479,330.2044097,7.875858413,,,,,,,,,
Cluster_1480,330.2038915,14.97279121,,,,,,,,,
Cluster_1481,330.2038915,14.97279121,,,,,,,,,
Cluster_1482,330.2218889,15.40489109,,,,,,,,,
Cluster_1483,330.2218418,15.52412922,,,,,,,,,
Cluster_1484,330.2299045,11.66891375,,,,,,,,,
Cluster_1485,331.1775377,9.144170039,,,,,,,,,
Cluster_1486,331.2362642,0.849203187,,,,,,,,,
Cluster_1487,331.2361636,1.080733938,,,,,,,,,
Cluster_1488,331.2135091,10.51864531,,,,,,,,,
Cluster_1489,331.1764045,10.64218187,,,,,,,,,
Cluster_1490,331.1775377,9.144170039,,,,,,,,,
Cluster_1491,331.21394,10.77089739,,,,,,,,,
Cluster_1492,332.1839647,5.186871198,,,,,,,,,
Cluster_1493,332.1837101,5.329247235,,,,,,,,,
Cluster_1494,332.0783909,4.619616187,,,,,,,,,
Cluster_1495,332.1263518,8.35743225,,,,,,,,,
Cluster_1496,332.1661945,7.479312922,,,,,,,,,
Cluster_1497,332.1263518,8.35743225,,,,,,,,,
Cluster_1498,332.2019073,14.48718175,,,,,,,,,
Cluster_1499,332.2016826,11.74000907,,,,,,,,,
Cluster_1500,332.2016826,11.74000907,,,,,,,,,
Cluster_1501,332.2195143,15.40555727,,,,,,,,,
Cluster_1502,332.2458311,14.202448,,,,,,,,,
Cluster_1503,332.2377967,16.29053396,,,,,,,,,
Cluster_1504,332.2379131,16.39617898,,,,,,,,,
Cluster_1505,332.2456404,12.34844953,,,,,,,,,
Cluster_1506,332.2457435,13.00088368,,,,,,,,,
Cluster_1507,332.2457435,13.00088368,,,,,,,,,
Cluster_1508,333.0536835,1.78953137,,,,,,,,,
Cluster_1509,333.1104488,8.692483397,,,,,,,,,
Cluster_1510,333.1115625,9.673656055,,,,,,,,,
Cluster_1511,333.1115625,9.673656055,,,,,,,,,
Cluster_1512,333.1500804,8.059411168,,,,,,,,,
Cluster_1513,334.0222457,10.01650275,,,,,,,,,
Cluster_1514,334.1763998,6.590070944,,,,,,,,,
Cluster_1515,334.1802938,9.374878644,,,,,,,,,
Cluster_1516,334.1783624,7.383020021,,,,,,,,,
Cluster_1517,334.1782593,7.462975072,,,,,,,,,
Cluster_1518,334.1783729,7.587272488,,,,,,,,,
Cluster_1519,334.1763998,6.590070944,,,,,,,,,
Cluster_1520,334.1797196,8.170554232,,,,,,,,,
Cluster_1521,334.1784707,8.266339891,,,,,,,,,
Cluster_1522,334.1803472,10.201991,,,,,,,,,
Cluster_1523,334.1803472,10.20300815,,,,,,,,,
Cluster_1524,334.2164783,11.22437242,,,,,,,,,
Cluster_1525,334.2156484,11.53941772,,,,,,,,,
Cluster_1526,334.2175255,11.82870416,,,,,,,,,
Cluster_1527,334.2164185,13.9370349,,,,,,,,,
Cluster_1528,334.2164431,14.04302972,,,,,,,,,
Cluster_1529,334.2383096,15.27994275,,,,,,,,,
Cluster_1530,334.2342844,16.28978483,,,,,,,,,
Cluster_1531,334.2343593,16.39730252,,,,,,,,,
