"","Row","m.z","RT","Annotation","formula","adduct","evidence","SIRIUS_molecularFormula","SIRIUS_adduct"
"3110","Cluster_3110",440.242204,10.209374,"GPNAE(14:0(2OH[R]))","C19H40NO8P",NA,NA,"C19H40NO8P|C15H36N7O6P|C17H38N4O7P|C20H36N5O4P|C18H41N3O5P2|C21H35N3O7|C22H31N7O3|C24H33N4O4|C20H43O6P2|C16H37N6O6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3111","Cluster_3111",440.9437373,7.357189495,"","",NA,NA,"C11H15N4O3PS5|C10H13N4O6P3S2|C9H20N2O4P2S5|C12H16N2O4P2S4|C12H15N2O6PS4|C11H14N2O7P4S|C11H14N3O6P2S3|C11H16N2O5P6|C10H13N5O5PS4|C10H15N4O4P5S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3112","Cluster_3112",441.0737695,12.82751322,"","",NA,NA,"",""
"3113","Cluster_3113",441.1300221,0.86861485,"","",NA,NA,"C16H27ClN2O10|C15H27N2O11P|C12H30ClN3O10P|C17H22N4O10|C15H28ClN4O7P|C22H22N2O8|C14H28N4O8P2|C18H18N8O6|C11H22N8O11|C17H23ClN6O6","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3114","Cluster_3114",441.1484052,8.762574459,"","",NA,NA,"C15H32N4O5P2S|C16H31N2O8PS|C16H33N2O6P3|C18H28N4O5P2|C14H26N4O12|C17H27N6O4PS|C20H23N6O4P|C13H27N6O9P|C26H22N2O5|C17H35N2O3PS3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3115","Cluster_3115",441.2042703,19.50252188,"","",NA,NA,"",""
"3116","Cluster_3116",441.2477415,11.54002412,"","",NA,NA,"C19H34N6O6|C23H38O8|C21H36N3O7|C17H39N4O7P|C12H34N12O4S|C27H38O3S|C15H37N7O6P|C18H38N2O10|C19H42N2O5S2|C18H35N8O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3117","Cluster_3117",441.2479319,11.61913571,"","",NA,NA,"C23H38O8|C19H34N6O6|C17H39N4O7P|C12H34N12O4S|C13H35N10O5P|C19H42N2O5S2|C21H36N3O7|C18H38N2O10|C16H38N6O6S|C14H36N9O5S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3118","Cluster_3118",441.2376343,7.399805034,"","",NA,NA,"",""
"3119","Cluster_3119",441.286262,15.506523,"","",NA,NA,"C24H42O7|C25H38N4O3|C20H45NO7P|C20H38N6O5|C10H34N16O4|C22H40N3O6|C18H43N4O6P|C17H42N6O5S|C14H38N10O6|C19H44N3O6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3120","Cluster_3120",441.3100818,8.817848897,"","",NA,NA,"C22H42N4O5|C18H45N5O5P|C20H40N7O4|C16H43N8O4P|C21H43N6O2P|C25H40N5O2|C27H42N2O3|C24H44NO6|C23H45N3O3P|C12H38N14O4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3121","Cluster_3121",442.0920266,19.21485425,"","",NA,NA,"",""
"3122","Cluster_3122",442.0977669,10.02292374,"","",NA,NA,"",""
"3123","Cluster_3123",442.0977669,10.02292374,"","",NA,NA,"",""
"3124","Cluster_3124",442.1298296,10.91480766,"","",NA,NA,"C18H27N3O6P2|C20H22N5O5P|C16H32NO7P3|C19H26NO9P|C13H27N5O8P2|C14H23N9O4P2|C16H30NO9PS|C20H30NO4PS2|C17H34NO4PS3|C12H26N7O7PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3125","Cluster_3125",442.1296696,10.96942875,"","",NA,NA,"C18H27N3O6P2|C20H22N5O5P|C19H26NO9P|C16H32NO7P3|C14H23N9O4P2|C13H27N5O8P2|C10H18N15O4P|C9H22N11O8P|C12H28N7O5P3|C16H25N6O5P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3126","Cluster_3126",442.1523271,11.81247651,"","",NA,NA,"",""
"3127","Cluster_3127",442.1864392,9.172873039,"","",NA,NA,"",""
"3128","Cluster_3128",442.1864392,9.172873039,"","",NA,NA,"",""
"3129","Cluster_3129",442.1863837,9.321312343,"","",NA,NA,"",""
"3130","Cluster_3130",442.2723604,7.330911122,"","",NA,NA,"C26H33N7|C25H37N3O4|C21H33N9O2|C30H37NO2|C15H33N13O3|C23H42NO5P|C18H42N3O7P|C23H37N7S|C22H41N3O4S|C19H38N7O3P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3131","Cluster_3131",442.2383455,14.1047892,"","",NA,NA,"",""
"3132","Cluster_3132",442.2364042,14.20332223,"","",NA,NA,"",""
"3133","Cluster_3133",442.9402074,7.355865171,"","",NA,NA,"",""
"3134","Cluster_3134",443.1001298,8.063125667,"","",NA,NA,"C15H28N2O7S3|C13H25N4O9PS|C12H24N6O8S2|C15H30N2O5P2S2|C17H25N4O4PS2|C14H29N4O4PS3|C15H20N6O8S|C14H21N8O5PS|C11H24N8O5S3|C14H24N2O12S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3135","Cluster_3135",443.1096449,1.881346295,"","",NA,NA,"C13H26N4O9P2|C15H21N6O8P|C16H17N10O4P|C14H25N2O12P|C9H22N10O7P2|C7H27N8O8P3|C12H25N6O8PS|C8H21N12O6PS|C23H25O5PS|C17H23N3O9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3136","Cluster_3136",443.1399183,10.80357627,"","",NA,NA,"",""
"3137","Cluster_3137",443.1399183,10.80357627,"","",NA,NA,"",""
"3138","Cluster_3138",443.1479924,11.1948861,"","",NA,NA,"C23H20N6O4|C21H25N4O5P|C15H26N8O4P2|C17H21N10O3P|C22H24N2O8|C25H22N3O5|C27H24O6|C20H29O9P|C19H23N7O4P|C19H16N12O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3139","Cluster_3139",443.1917693,9.2020935,"","",NA,NA,"",""
"3140","Cluster_3140",443.2355928,6.7008097,"","",NA,NA,"C20H36N4O5S|C18H34N7O4S|C17H32N8O6|C16H36N4O10|C17H40N4O5S2|C22H38NO6S|C16H39N5O5PS|C21H37N2O6P|C19H34N5O7|C18H41N2O6PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3141","Cluster_3141",443.1698609,6.450219976,"","",NA,NA,"C19H29ClN4O6|C20H24N6O6|C18H29N4O7P|C17H27ClN7O5|C14H29ClN6O8|C15H25ClN10O4|C13H30ClN8O5P|C22H26N3O7|C16H31ClN3O9|C18H22N9O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3142","Cluster_3142",443.1698609,6.450538,"","",NA,NA,"",""
"3143","Cluster_3143",443.1800078,6.539444522,"","",NA,NA,"C18H28N4O9|C19H24N8O5|C17H29N6O6P|C11H28N10O7S|C16H33N2O10P|C21H26N5O6|C14H31N5O9P|C19H32N4O4S2|C15H32N4O9S|C13H25N12O4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3144","Cluster_3144",443.1703743,6.633352291,"","",NA,NA,"C19H29ClN4O6|C18H29N4O7P|C19H28N2O10|C15H32ClN5O6P|C17H27ClN7O5|C14H29ClN6O8|C16H31ClN3O9|C13H30ClN8O5P|C14H31ClN7O5S|C15H25ClN10O4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3145","Cluster_3145",443.252415,7.573526604,"","",NA,NA,"C20H36N4O7|C22H38NO8|C21H32N8O3|C18H41N2O8P|C14H37N8O6P|C16H39N5O7P|C16H32N10O5|C25H36N2O5|C23H34N5O4|C19H37N6O4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3146","Cluster_3146",443.2897698,8.313327448,"","",NA,NA,"C21H40N4O6|C20H41N6O3P|C17H43N5O6P|C22H36N8O2|C24H38N5O3|C19H38N7O5|C26H40N2O4|C23H42NO7|C15H41N8O5P|C16H44N7O3P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3147","Cluster_3147",443.3015435,14.3844268,"","",NA,NA,"",""
"3148","Cluster_3148",443.3001972,14.45344175,"","",NA,NA,"",""
"3149","Cluster_3149",443.252454,7.983629744,"","",NA,NA,"",""
"3150","Cluster_3150",443.3001972,14.449138,"","",NA,NA,"",""
"3151","Cluster_3151",444.2481647,6.210204913,"","",NA,NA,"",""
"3152","Cluster_3152",444.1864766,15.93311642,"","",NA,NA,"C17H23N11O4|C20H31NO10|C16H27N7O8|C26H28N3O2P|C24H33NO3P2|C25H27N5OS|C19H25N8O5|C15H28N9O5P|C14H32N5O9P|C17H31N7O3S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3153","Cluster_3153",444.2160258,6.126040265,"","",NA,NA,"",""
"3154","Cluster_3154",444.2481647,6.210204913,"","",NA,NA,"",""
"3155","Cluster_3155",444.2041313,12.20620931,"","",NA,NA,"C24H31NO7|C20H27N7O5|C25H27N5O3|C21H35NO7S|C17H31N7O5S|C15H36N5O6PS|C16H35N3O9S|C17H36NO10P|C16H37N3O7P2|C22H31N5O3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3156","Cluster_3156",444.2161184,12.6172423,"","",NA,NA,"C21H36NO7P|C15H37N5O6P2|C17H39N2O7P2|C19H34N4O6P|C18H40NO7PS|C11H32N11O6P|C14H36N7O5PS|C16H38N4O6PS|C18H38O10P|C17H32N7O5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3157","Cluster_3157",444.200112,5.076119663,"","",NA,NA,"",""
"3158","Cluster_3158",444.200112,5.076119663,"","",NA,NA,"",""
"3159","Cluster_3159",444.2279717,8.226125754,"","",NA,NA,"C15H31N11O3S|C18H34N6O5P|C16H32N9O4P|C13H36N9O4PS|C19H35N5O5S|C14H37N7O5P2|C23H34N4O3P|C15H38N6O5PS|C20H36N3O6P|C21H32N7O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3160","Cluster_3160",444.2124865,8.390526348,"","",NA,NA,"C16H31N9O4S|C23H31N3O6|C25H33O7|C21H36NO7P|C24H27N7O2|C17H40N3O4PS2|C8H27N15O7|C9H23N19O3|C19H34N4O6P|C13H36N9O2PS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3161","Cluster_3161",444.9742979,14.71329647,"","",NA,NA,"C13H10N4O10S2|C21H6N2O8S|C15H7N6O7PS|C23H11O4PS2|C6H7N8O14P|C19H7N6O2PS2|C7H11N8O9PS2|C7H18N2O12P4|C7H13N8O7P3S|C11H10O19","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3162","Cluster_3162",445.0621226,9.412316449,"","",NA,NA,"C13H26N2O7P4|C21H20O7P2|C20H21N2O4P3|C6H16N12O8P2|C15H21N4O6P3|C12H27N4O4P5|C8H18N9O9P2|C17H23NO7P3|C24H18NO4P2|C19H18N3O6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3163","Cluster_3163",445.1960165,6.015070281,"","",NA,NA,"C18H30N4O9|C19H26N8O5|C17H31N6O6P|C11H32N10O5P2|C14H33N5O9P|C21H28N5O6|C16H28N7O8|C13H34N7O6P2|C15H29N9O5P|C16H35N2O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3164","Cluster_3164",445.2117563,8.805720511,"","",NA,NA,"",""
"3165","Cluster_3165",445.232199,6.884688317,"","",NA,NA,"",""
"3166","Cluster_3166",445.2325074,6.7008097,"","",NA,NA,"",""
"3167","Cluster_3167",445.232199,6.884688317,"","",NA,NA,"",""
"3168","Cluster_3168",445.2980409,16.86868267,"","",NA,NA,"",""
"3169","Cluster_3169",446.2056224,5.689974966,"","",NA,NA,"",""
"3170","Cluster_3170",446.205513,5.783161811,"","",NA,NA,"",""
"3171","Cluster_3171",446.1296359,10.13836383,"","",NA,NA,"C15H17N11O6|C18H25NO12|C14H21N7O10|C13H22N9O7P|C16H13N15O2|C19H21N5O8|C14H18N13O3P|C12H26N5O11P|C15H27N7O3P2S|C13H25N3O14","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3172","Cluster_3172",446.2963462,17.13230969,"","",NA,NA,"",""
"3173","Cluster_3173",446.2335644,12.85060562,"","",NA,NA,"C21H38NO7P|C15H39N5O6P2|C17H41N2O7P2|C16H40N4O6PS|C22H34N5O3P|C20H37N3O6S|C24H29N7O2|C12H33N9O9|C28H33NO4|C11H34N11O6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3174","Cluster_3174",446.2962339,17.28288606,"","",NA,NA,"",""
"3175","Cluster_3175",447.1344928,12.99777611,"","",NA,NA,"C19H30O8P2|C14H29N2O12P|C14H30N2O10P2|C13H29N4O9PS|C15H28O15|C13H31N4O7P3|C15H26N6O6P2|C21H25N2O7P|C12H30N6O6P2S|C14H25N8O5PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3176","Cluster_3176",447.1359662,12.34928234,"","",NA,NA,"C19H30O8P2|C20H26N4O4P2|C21H30Cl2O6|C16H34O8P2S|C20H30ClO7P|C18H29N2O7PS|C26H25O5P|C21H25N2O7P|C14H29N2O12P|C19H29ClN2O6S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3177","Cluster_3177",447.2135751,9.731384085,"","",NA,NA,"C18H33ClN6O5|C16H38ClN4O6P|C20H35ClN3O6|C14H36ClN7O5P|C17H33N6O6P|C12H34ClN10O4P|C16H31ClN9O4|C19H28N8O5|C15H37ClN6O5S|C17H37ClN2O9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3178","Cluster_3178",447.1382623,8.569626912,"","",NA,NA,"C17H28N4O6S2|C25H24N2O4S|C18H29N2O7PS|C20H24N4O6S|C13H24N10O4S2|C19H25N6O3PS|C11H29N8O5PS2|C17H30N4O4P2S|C14H24N8O7S|C18H24N8O2S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3179","Cluster_3179",447.2638054,8.805833102,"","",NA,NA,"",""
"3180","Cluster_3180",447.2136293,9.715357,"","",NA,NA,"C18H33ClN6O5|C23H32N2O7|C17H33N6O6P|C19H28N8O5|C20H35ClN3O6|C21H30N5O6|C16H32N8O5S|C28H32O5|C22H33N4O4P|C19H35N3O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3181","Cluster_3181",447.2264407,6.876873297,"","",NA,NA,"",""
"3182","Cluster_3182",447.2135751,9.731384085,"","",NA,NA,"",""
"3183","Cluster_3183",447.9775695,8.160782037,"","",NA,NA,"C14H15N3O6S4|C10H12NO17P|C12H7N3O16|C11H8N5O13P|C14H7N7O7S2|C9H13N3O14P2|C14H14NO10P3|C14H9O17|C17H7NO14|C8H13N5O11P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3184","Cluster_3184",448.1258659,10.13789325,"","",NA,NA,"",""
"3185","Cluster_3185",448.1160232,10.31908242,"","",NA,NA,"",""
"3186","Cluster_3186",448.1258659,10.13789325,"","",NA,NA,"",""
"3187","Cluster_3187",448.1382018,12.962336,"","",NA,NA,"",""
"3188","Cluster_3188",448.2483412,13.23051616,"","",NA,NA,"",""
"3189","Cluster_3189",448.2483412,13.23051616,"","",NA,NA,"",""
"3190","Cluster_3190",448.8776056,10.75186329,"","",NA,NA,"C6H7N4O10P5|C6H5N4O12P3S|C7H9N4O7P3S3|C7H7N4O9PS4|C8H10N2O8P4S2|C15H5N2O5P3S2|C8H11N4O4PS6|C9H12N2O5P2S5|C4H8N2O15P2S2|C5H12N2O10P2S4","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3191","Cluster_3191",449.20611,7.70000029,"","",NA,NA,"C21H30N4O7|C14H30N10O5S|C22H26N8O3|C17H33N5O7P|C20H31N6O4P|C15H38N3O8P2|C19H35N2O8P|C24H28N5O4|C16H32N7O6S|C15H36N3O10S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3192","Cluster_3192",449.1519297,11.87788745,"","",NA,NA,"C11H23N12O6P|C10H27N8O10P|C18H31N2O7PS|C19H32O8P2|C20H28N4O4P2|C16H36O8P2S|C26H27O5P|C12H32N6O6P2S|C14H34N3O7P2S|C14H31N2O12P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3193","Cluster_3193",449.2062551,7.7057039,"","",NA,NA,"",""
"3194","Cluster_3194",449.2098927,6.353123928,"","",NA,NA,"C18H34N4O7S|C19H30N8O3S|C11H26N14O6|C14H37N5O7PS|C26H30N2O5|C17H35N6O4PS|C11H34N10O5S2|C13H36N7O6S2|C14H34N4O12|C12H32N7O11","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3195","Cluster_3195",449.2761529,10.42921117,"","",NA,NA,"",""
"3196","Cluster_3196",449.3163163,15.34665789,"","",NA,NA,"",""
"3197","Cluster_3197",450.16451,5.498742723,"","",NA,NA,"C19H25N5O8|C20H21N9O4|C17H30N3O9P|C13H26N9O7P|C18H26N7O5P|C15H28N6O8P|C22H23N6O5|C21H27N2O9|C11H31N7O8P2|C16H24N10O4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3198","Cluster_3198",450.1515987,8.7074787,"","",NA,NA,"",""
"3199","Cluster_3199",450.1515987,8.706017416,"","",NA,NA,"C18H30NO10P","[M - H]-"
"3200","Cluster_3200",450.2723742,12.87604325,"","",NA,NA,"C20H42N3O6P|C19H41N5O5S|C27H37N3O3|C17H37N7O7|C24H39N2O6|C21H41NO9|C25H35N6O2|C22H37N5O5|C18H33N11O3|C8H29N21O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3201","Cluster_3201",450.2719846,13.0277883,"","",NA,NA,"C20H42N3O6P|C21H41NO9|C22H37N5O5|C24H39N2O6|C16H38N9O4P|C22H45NO4S2|C17H39N8O4S|C7H33N17O6|C20H35N8O4|C8H29N21O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3202","Cluster_3202",450.2622827,11.73933724,"","",NA,NA,"C21H42NO7P|C24H33N7O2|C28H37NO4|C16H37N9O4S|C19H40N4O6P|C25H39O7|C22H38N5O3P|C9H29N19O3|C20H41N3O6S|C22H46NO2PS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3203","Cluster_3203",450.2623868,13.89087224,"","",NA,NA,"C23H37N3O6|C19H33N9O4|C17H38N7O5P|C21H42NO7P|C16H37N9O4S|C9H29N19O3|C22H38N5O3P|C19H40N4O6P|C13H33N13O5|C20H43N3O4P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3204","Cluster_3204",450.2642464,13.99662103,"GPNAE(16:1(11Z))","C21H42NO7P",NA,NA,"C21H42NO7P|C19H40N4O6P|C22H38N5O3P|C20H43N3O4P2|C26H35N4O3|C13H33N13O5|C24H40N2O4P|C28H37NO4|C7H34N17O4P|C24H33N7O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3205","Cluster_3205",450.2642475,14.10607444,"GPNAE(16:1(11Z))","C21H42NO7P",NA,NA,"C21H42NO7P|C13H33N13O5|C20H43N3O4P2|C19H40N4O6P|C17H38N7O5P|C9H36N14O5P|C22H38N5O3P|C9H29N19O3|C28H37NO4|C7H34N17O4P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3206","Cluster_3206",450.2640766,14.46541889,"","",NA,NA,"C21H42NO7P|C22H38N5O3P|C24H33N7O2|C20H43N3O4P2|C26H35N4O3|C23H37N3O6|C28H37NO4|C17H37N7O7|C17H38N7O5P|C25H39O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3207","Cluster_3207",450.2641745,14.55828175,"","",NA,NA,"C21H42NO7P|C26H35N4O3|C22H38N5O3P|C13H33N13O5|C24H33N7O2|C20H41N3O6S|C17H37N7O7|C21H37N7O2S|C16H37N9O4S|C10H35N12O8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3208","Cluster_3208",450.2641015,14.63117422,"","",NA,NA,"",""
"3209","Cluster_3209",450.2641266,14.73064489,"","",NA,NA,"C21H42NO7P|C22H38N5O3P|C24H33N7O2|C26H35N4O3|C17H37N7O7|C23H37N3O6|C28H37NO4|C20H43N3O4P2|C17H38N7O5P|C19H40N4O6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"3210","Cluster_3210",450.2641875,14.94181307,"","",NA,NA,"C21H42NO7P|C22H38N5O3P|C24H33N7O2|C20H41N3O6S|C17H37N7O7|C26H35N4O3|C21H37N7O2S|C28H37NO4|C16H37N9O4S|C23H37N3O6","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
